primary_vessel_id,vessel_name,call_sign,service_type,service_sub,status_lookup,construct_complete_year,out_of_service_date,identification,id_type_id,id_type_name,country,country_id
1083044,MC8813PK,,Recreational,General,Active,1989,,MC8813PK,12,State Number,UNITED STATES,176948
626454,78-125B,,Commercial Fishing Vessel,General,Inactive,1978,2008-04-04T00:00:00-04:00,1143055,6,Official Number (U.S.),UNITED STATES,176948
1060043,OR329ADZ,,Recreational,High Performance,Active,2010,,OR329ADZ,12,State Number,UNITED STATES,176948
635252,CT462AR,,Recreational,Go-Fast,Active,1975,,CT462AR,12,State Number,UNITED STATES,176948
646817,NJ3075GM,,Recreational,High Performance,Active,1998,,NJ3075GM,12,State Number,UNITED STATES,176948
560609,WN6182RH,,Recreational,General,Active,1998,,WN6182RH,12,State Number,UNITED STATES,176948
1080247,SATORI,,Recreational,General,Active,2009,,1228380,6,Official Number (U.S.),UNITED STATES,176948
643937,NJ0549GK,,Recreational,General,Active,1998,,NJ0549GK,12,State Number,UNITED STATES,176948
643934,NJ7788Z,,Recreational,General,Active,1985,,NJ7788Z,12,State Number,UNITED STATES,176948
562649,AZAMARA,,Recreational,General,Active,1992,,1126154,6,Official Number (U.S.),UNITED STATES,176948
599632,NC3350AH,,Commercial Fishing Vessel,Gill-netter,Active,1980,,NC3350AH,12,State Number,UNITED STATES,176948
277141,DMA III,,Recreational,General,Active,1984,,905146,6,Official Number (U.S.),UNITED STATES,176948
587247,ORIENTAL DISCOVERER,UBRL,Commercial Fishing Vessel,General Catcher/Processor,Active,1987,,8721076,2,IMO Number,RUSSIA,176898
1020069,IN9621DE,,Recreational,General,Active,2008,,IN9621DE,12,State Number,UNITED STATES,176948
1049705,TX4410AX,,Recreational,Runabout,Active,2009,,TX4410AX,12,State Number,UNITED STATES,176948
1127669,FL1794HM,,Recreational,Runabout,Active,,,FL1794HM,12,State Number,UNITED STATES,176948
1117702,KIRBY 27769,,Tank Barge,General 2,Active,2011,,1233324,6,Official Number (U.S.),UNITED STATES,176948
504892,SEALEGS,WCZ7882,Recreational,General,Active,1999,,1087827,6,Official Number (U.S.),UNITED STATES,176948
254291,TONIC III,,Recreational,General,Active,1985,,684604,6,Official Number (U.S.),UNITED STATES,176948
1135254,MN0383BW,,Recreational,Sport Fisher,Active,1964,,MN0383BW,18,Official Number (Foreign),UNKNOWN,282527
1131416,MC5656TC,,Recreational,General,Active,,,MC5656TC,12,State Number,UNITED STATES,176948
1060996,PR0887GG,,Commercial Fishing Vessel,Whaler,Active,,,PR0887GG,12,State Number,UNITED STATES,176948
1153790,CHILTON TIGER,,Recreational,Runabout,Active,1993,,WS7352GL,12,State Number,UNITED STATES,176948
247490,KATHIE'S CLOWN,,Recreational,General,Active,1984,,675479,6,Official Number (U.S.),UNITED STATES,176948
610267,THE GARLIC,,Recreational,General,Active,2002,,1138412,6,Official Number (U.S.),UNITED STATES,176948
287408,ANNA,,Recreational,General,Active,1986,,904818,6,Official Number (U.S.),UNITED STATES,176948
972894,NY5832EF,,Recreational,Runabout,Active,1974,,NY5832EF,12,State Number,UNITED STATES,176948
506316,PANTERA,,Recreational,General,Active,1999,,1088833,6,Official Number (U.S.),UNITED STATES,176948
506317,WHEN TOMORROW COMES,,Recreational,General,Active,1999,,1088834,6,Official Number (U.S.),UNITED STATES,176948
632798,DL2418W,,Recreational,Runabout,Active,2001,,DL2418W,12,State Number,UNITED STATES,176948
650771,FL5649ML,,Recreational,General,Active,,,FL5649ML,12,State Number,UNITED STATES,176948
650770,NJ0288GB,,Recreational,High Performance,Active,1996,,NJ0288GB,12,State Number,UNITED STATES,176948
672687,SCF 24086,,Freight Barge,General,Active,2004,,1153751,6,Official Number (U.S.),UNITED STATES,176948
981938,FL9888RY,,Recreational,Runabout,Active,2007,,FL9888RY,12,State Number,UNITED STATES,176948
560609,WN6182RH,,Recreational,General,Active,1998,,WN6182RH,12,State Number,UNITED STATES,176948
1067523,OK1952DC,OK1952DC,Recreational,Cabin Cruiser,Active,2006,,CCBCB12CK607,15,HIN,UNITED STATES,176948
277402,TOUCAN II,,Recreational,General,Active,1985,,903175,6,Official Number (U.S.),UNITED STATES,176948
003968,UNNAMED (FL7663HY),,Recreational,General,Unknown,,,FL7663HY,12,State Number,UNITED STATES,176948
294049,JESSIE ANN,,Recreational,General,Active,1986,,917769,6,Official Number (U.S.),UNITED STATES,176948
677464,NO LIMITS,,Recreational,Cabin Cruiser,Active,2003,,NJ1489GT,12,State Number,UNITED STATES,176948
1127377,OH5401ZF,,Recreational,General,Active,1987,,OH5401ZF,12,State Number,UNITED STATES,176948
641456,NY5290FM,,Recreational,General,Active,1989,,NY5290FM,12,State Number,UNITED STATES,176948
274081,ZETA,9HTV3,Freight Ship,General 2,Active,1978,,7519737,2,IMO Number,MALTA,176853
650670,OLIVER STORY,,Recreational,Runabout,Active,1975,,WS7255GM,12,State Number,UNITED STATES,176948
651232,VOYAGER,,Recreational,General,Active,,,1147535,6,Official Number (U.S.),UNITED STATES,176948
629953,AFFINITY,,Recreational,"Yacht, Luxury",Active,1999,,CG629953,13,Coast Guard Number,UNITED STATES,176948
594757,RASCAL,,Recreational,Sport Fisher,Active,1981,,NC0935AB,12,State Number,UNITED STATES,176948
1064139,SYLVIAS BOAT,,Recreational,General,Active,1975,,MS3038AM,12,State Number,UNITED STATES,176948
540318,NC1588WC,,Recreational,Runabout,Unknown,,,NC1588WC,12,State Number,UNITED STATES,176948
558610,WN6996RH,,Recreational,Runabout,Unknown,,,WN6996RH,12,State Number,UNITED STATES,176948
260503,ENTERPRISE,WCU4414,Recreational,General,Active,1983,,688108,6,Official Number (U.S.),UNITED STATES,176948
1074535,VA2306BG,,Recreational,General,Active,,,CG1074535,13,Coast Guard Number,UNKNOWN,282527
1142280,MC1257PL,,Recreational,Runabout,Active,1992,,MC1257PL,12,State Number,UNITED STATES,176948
1142281,DEALER NUMBER 0701461,,Recreational,Runabout,Active,1999,,ELBB0379C999,15,HIN,UNITED STATES,176948
604749,HUNNY BUNNY,,Recreational,General,Active,2002,,1136139,6,Official Number (U.S.),UNITED STATES,176948
609370,GRAND PRIZE,,Recreational,General,Active,1994,,WN1672NM,12,State Number,UNITED STATES,176948
1120842,PA4583DZ,,Recreational,Runabout,Active,2005,,PA4583DZ,12,State Number,UNITED STATES,176948
581143,MD3886BG,,Recreational,Runabout,Active,1997,,MD3886BG,12,State Number,UNITED STATES,176948
599193,BARBARA,,Recreational,Runabout,Active,1969,,FL5041AL,12,State Number,UNITED STATES,176948
626574,A-ZEAS,,Recreational,General,Active,,,1143102,6,Official Number (U.S.),UNITED STATES,176948
1022875,OH6138DM,,Recreational,Runabout,Active,1995,,OH6138DM,12,State Number,UNITED STATES,176948
1048143,SERA3985I001,,Recreational,Cabin Cruiser,Active,2000,,TN4723DG,12,State Number,UNITED STATES,176948
1062543,FL3919MZ,,Recreational,General,Active,2005,,FL3919MZ,12,State Number,UNITED STATES,176948
1063670,FL1362MH,,Recreational,Runabout,Active,2003,,FL1362MH,12,State Number,UNITED STATES,176948
1076788,VA2234RB,,Recreational,Runabout,Active,,,VA2234RB,12,State Number,UNITED STATES,176948
1076794,VA4032RB,,Recreational,Runabout,Active,2000,,VA4032RB,12,State Number,UNITED STATES,176948
1153580,MS8551AK,,Recreational,Runabout,Active,2005,,MS8551AK,12,State Number,UNITED STATES,176948
1153581,MS8498MG,,Recreational,Runabout,Active,2002,,MS8498MG,12,State Number,UNITED STATES,176948
270761,DEUX CHEVALIERS,,Recreational,General,Active,1986,,699627,6,Official Number (U.S.),UNITED STATES,176948
272150,FRANCINE,,Recreational,General,Active,1985,,698739,6,Official Number (U.S.),UNITED STATES,176948
5465,MAKAI,,Recreational,General,Active,2000,,1095422,6,Official Number (U.S.),UNITED STATES,176948
629150,UNNAMED,,Recreational,Runabout,Active,1988,,STRW4355L788,15,HIN,UNITED STATES,176948
576930,DL1816T,,Recreational,Runabout,Active,1981,,DL1816T,12,State Number,UNITED STATES,176948
1137914,OR291UY,,Recreational,Runabout,Active,1994,,OR291UY,12,State Number,UNITED STATES,176948
642287,MC7395NV,,Recreational,Runabout,Active,1990,,MC7395NV,12,State Number,UNITED STATES,176948
987012,NJ0198HB,,Recreational,General,Active,2007,,NJ0198HB,12,State Number,UNITED STATES,176948
1115593,PHENDY VI,,Recreational,General,Unknown,,,FL0019MP,12,State Number,UNITED STATES,176948
290297,TENACIOUS,,Recreational,General,Active,1984,,915504,6,Official Number (U.S.),UNITED STATES,176948
1102180,MSC ALGERIE,VRYY4,,,Active,,,8807571,2,IMO Number,HONG KONG,176818
968370,RI5707T,,Recreational,Runabout,Active,2004,,8HYVAA35J304,15,HIN,UNKNOWN,282527
603311,O-REEL-E,,Recreational,Runabout,Active,1998,,VA3445AV,12,State Number,UNITED STATES,176948
680236,FULL CIRCLE II,,Recreational,General,Active,2003,,1155855,6,Official Number (U.S.),UNITED STATES,176948
920224,KENDA LOU,,,,Active,2003,,OR300ABC,12,State Number,UNITED STATES,176948
992469,TIME OUT,,Recreational,General,Active,2006,,FL1020ND,12,State Number,UNITED STATES,176948
629205,OR699HD,,Recreational,Runabout,Active,2000,,OR699HD,12,State Number,UNITED STATES,176948
651210,INEVITABLE,,Recreational,General,Active,2001,,1147523,6,Official Number (U.S.),UNITED STATES,176948
1048302,FISHTAIL,,Recreational,Cabin Cruiser,Active,2008,,CF1986RS,12,State Number,UNITED STATES,176948
1117047,SPANISH FLY,,Recreational,High Performance,Active,2009,,FL9666PA,12,State Number,UNITED STATES,176948
1117052,FL2780JF,,,,Active,,,CG1117052,13,Coast Guard Number,UNITED STATES,176948
1117054,FL1082PB,,,,Active,2008,,KWENC108G809,15,HIN,UNITED STATES,176948
287949,SHERRY JO RICK,,Recreational,General,Unknown,,,CG007504,13,Coast Guard Number,UNITED STATES,176948
914225,SHIN JAAN SHIN NO.66,BJ4960,Commercial Fishing Vessel,Longliner,Active,2007,,8792984,2,IMO Number,TAIWAN,176930
951252,SC3143BZ,,Recreational,Runabout,Active,2007,,SC3143BZ,12,State Number,UNITED STATES,176948
955890,LIQUID PLUMBER,,Recreational,General,Active,2007,,1212797,6,Official Number (U.S.),UNITED STATES,176948
1068585,NJ7133GP,,Recreational,General,Active,2001,,NJ7133GP,12,State Number,UNITED STATES,176948
629206,NY8811EH,,Recreational,Cabin Cruiser,Active,2001,,NY8811EH,12,State Number,UNITED STATES,176948
623859,AK7305AC,,Recreational,Runabout,Active,2002,,GLCB121JB202,15,HIN,UNKNOWN,282527
511297,VAGARI MARI,WDD6553,Recreational,General,Active,2000,,1123134,6,Official Number (U.S.),UNITED STATES,176948
1137914,OR291UY,,Recreational,Runabout,Active,1994,,OR291UY,12,State Number,UNITED STATES,176948
1142383,MI7906BL,MI7906BL,Recreational,Sport Fisher,Active,1979,,MI7906BL,12,State Number,UNITED STATES,176948
989774,FL0966LT,,,,Active,2001,,FL0966LT,12,State Number,UNITED STATES,176948
1123120,MC7645SW,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,2006,,MC7645SW,12,State Number,UNITED STATES,176948
596841,UNNAMED,,Recreational,Cabin Cruiser,Active,1989,,S4590A,5,Hull Number,UNITED STATES,176948
241175,INSPIRATION,,Recreational,General,Active,1982,,CCY38116M82K,15,HIN,CANADA,176761
603955,AGS 157,,Freight Barge,General,Active,2003,,1135932,6,Official Number (U.S.),UNITED STATES,176948
677160,NC6522WW,,Recreational,Runabout,Active,2004,,NC6522WW,12,State Number,UNITED STATES,176948
625979,RUBICON,,Recreational,Cabin Cruiser,Active,1987,,MS7158KN,12,State Number,UNITED STATES,176948
545834,NJ6055GE,,Recreational,Runabout,Unknown,,,NJ6055GE,12,State Number,UNITED STATES,176948
597937,WN6849RA,,Recreational,General,Active,1991,,WN6849RA,12,State Number,UNITED STATES,176948
980745,NJ9428GN,,Recreational,Runabout,Active,2000,,NJ9428GN,12,State Number,UNITED STATES,176948
299166,RAINMAKER,,Recreational,General,Active,,,CG028607,13,Coast Guard Number,CANADA,176761
575769,MD3552BV,,Recreational,Cabin Cruiser,Active,1996,,MD3552BV,12,State Number,UNITED STATES,176948
667879,TX6765EH,,Recreational,General,Active,1988,,TX6765EH,12,State Number,UNITED STATES,176948
1038569,MD1092BK,,Recreational,High Performance,Active,1991,,MD1092BK,12,State Number,UNITED STATES,176948
296384,LOOKER,,Recreational,General,Active,1987,,923878,6,Official Number (U.S.),UNITED STATES,176948
273851,SONNY DAYS,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,1985,,900544,6,Official Number (U.S.),UNITED STATES,176948
524909,FL7110HG,,Recreational,Runabout,Unknown,,,FL7110HG,12,State Number,UNITED STATES,176948
280898,FAIR WIND,,Recreational,General,Active,1984,,901335,6,Official Number (U.S.),UNITED STATES,176948
294085,PELICAN,,Recreational,Runabout,Active,1971,,920841,6,Official Number (U.S.),UNITED STATES,176948
577669,LOBSTERS II,,Recreational,General,Active,1996,,1130171,6,Official Number (U.S.),UNITED STATES,176948
535117,DPO-108,,Recreational,Runabout,Unknown,,,MC7908PQ,12,State Number,UNITED STATES,176948
1135254,MN0383BW,,Recreational,Sport Fisher,Active,1964,,MN0383BW,18,Official Number (Foreign),UNKNOWN,282527
982559,NRBE0846F808,,Recreational,General,Active,2008,,NRBE0846F808,15,HIN,UNITED STATES,176948
985990,TG 157,,Freight Barge,General,Active,,,TG 157,5,Hull Number,UNITED STATES,176948
237958,DESTRIER,,Recreational,General,Active,1973,,661248,6,Official Number (U.S.),UNITED STATES,176948
512615,FIREFLY,,Recreational,General,Active,,,1124117,6,Official Number (U.S.),UNITED STATES,176948
506330,BRITTA ODEN,SHBT,Freight Ship,General 2,Active,1978,,7800746,2,IMO Number,SWEDEN,176927
507165,OR120YB,,Commercial Fishing Vessel,General,Unknown,1997,,OR120YB,12,State Number,UNITED STATES,176948
1174301,CATHY'S CATCH,,Recreational,General,Active,,,1239586,6,Official Number (U.S.),UNITED STATES,176948
562018,AURORA,,Recreational,General,Active,,,1125919,6,Official Number (U.S.),UNITED STATES,176948
696649,OH0306DR,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,2003,,OH0306DR,12,State Number,UNITED STATES,176948
510706,FL5942HA,,Recreational,Runabout,Active,,,FL5942HA,12,State Number,UNITED STATES,176948
1091946,SHEARWATER,,Recreational,General,Active,2010,,1229296,6,Official Number (U.S.),UNITED STATES,176948
1091987,HYAK,,Recreational,General,Active,2010,,1229319,6,Official Number (U.S.),UNITED STATES,176948
506729,ALLEY CAT,,Recreational,General,Active,,,1089122,6,Official Number (U.S.),UNITED STATES,176948
526809,FL9106JK,,Recreational,Runabout,Unknown,,,FL9106JK,12,State Number,UNITED STATES,176948
642335,FL2084NM,,Recreational,General,Active,,,FL2084NM,12,State Number,UNITED STATES,176948
935362,LA,,Recreational,General,Active,2007,,GJBBC150B707,15,HIN,UNITED STATES,176948
935371,NC7961WS,,Recreational,Runabout,Active,2002,,NC7961WS,12,State Number,UNITED STATES,176948
956073,FL3303HP,,Recreational,General,Active,1994,,FL3303HP,12,State Number,UNITED STATES,176948
982423,OR780TZ,,Recreational,General,Active,1983,,OR780TZ,12,State Number,UNITED STATES,176948
987011,NJ3766GY,,Recreational,General,Active,2006,,NJ3766GY,12,State Number,UNITED STATES,176948
987021,VA6072AL,,Recreational,General,Active,1986,,VA6072AL,12,State Number,UNITED STATES,176948
1046971,UNNAMED,,Recreational,General,Active,1997,,SCSC7820BT,18,Official Number (Foreign),UNKNOWN,282527
1073633,NC2701WJ,,Recreational,Runabout,Active,1997,,NC2701WJ,12,State Number,UNITED STATES,176948
1075184,FL0496KJ,,Recreational,General,Active,1989,,FL0496KJ,12,State Number,UNITED STATES,176948
1084073,MECK FIVE,,Recreational,Cabin Cruiser,Active,2000,,WELCPA50K900,15,HIN,UNITED STATES,176948
1084111,MD0800AV,,Recreational,General,Active,1989,,MD0800AV,12,State Number,UNITED STATES,176948
1089168,UNNAMED,,Recreational,General,Active,2008,,BC1466023,18,Official Number (Foreign),CANADA,176761
641121,OH9018BS,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,1996,,OH9018BS,12,State Number,UNITED STATES,176948
1068524,JUST WRIGHT,,Recreational,Runabout,Active,1989,,NY8844JV,12,State Number,UNITED STATES,176948
1112731,UNNAMED,,Recreational,Runabout,Active,2011,,KWEFB119A111,15,HIN,UNITED STATES,176948
261833,ING 188,,Freight Barge,General,Active,1974,,680575,6,Official Number (U.S.),UNITED STATES,176948
571252,CF9463PN,,Recreational,Runabout,Active,2000,,CF9463PN,12,State Number,UNITED STATES,176948
1151255,WEST WIND,,Recreational,General,Active,,,1235781,6,Official Number (U.S.),UNITED STATES,176948
1099437,UNNAMED,,Recreational,Runabout,Active,1989,,MRKP0812G990,15,HIN,UNITED STATES,176948
550734,OR533UB,,Recreational,Runabout,Active,1993,,OR533UB,12,State Number,UNITED STATES,176948
553858,TX2171DP,,Recreational,Runabout,Unknown,,,TX2171DP,12,State Number,UNITED STATES,176948
644237,ME3603L,,Commercial Fishing Vessel,Pot/Trap,Active,,,ME3603L,12,State Number,UNITED STATES,176948
567698,BAD ENFLUENCE,,Recreational,Runabout,Active,,,SYL00334M83A,15,HIN,UNKNOWN,282527
963770,UNNAMED,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,2006,,IL4185LB,18,Official Number (Foreign),UNKNOWN,282527
989282,FL2470NU,,Recreational,General,Active,2009,,FL2470NU,12,State Number,UNITED STATES,176948
1020251,MD2607CA,,Recreational,Runabout,Active,2002,,MD2607CA,12,State Number,UNITED STATES,176948
1049310,EL MORITO,12885242,Commercial Fishing Vessel,Pot/Trap,Active,1998,,FL9568KJ,12,State Number,UNITED STATES,176948
614999,NO HAY PRISA,,Recreational,General,Active,2002,,1140191,6,Official Number (U.S.),UNITED STATES,176948
1046434,FL6895NX,,Recreational,Runabout,Active,2008,,FL6895NX,12,State Number,UNITED STATES,176948
644018,WN1406LL,,Recreational,General,Active,1989,,WN1406LL,12,State Number,UNITED STATES,176948
579001,PA4874AS,,Recreational,Runabout,Active,1988,,PA4874AS,12,State Number,UNKNOWN,282527
505347,FLYING FISH II,WDK3100,Passenger (Inspected),"General (More Than 6, Gross Tonnage < 100)",Active,2001,,1088162,6,Official Number (U.S.),UNITED STATES,176948
508881,TORA,,Recreational,General,Unknown,1972,,GU856PU,12,State Number,UNITED STATES,176948
555545,VA3656AY,,Recreational,Runabout,Unknown,,,VA3656AY,12,State Number,UNITED STATES,176948
556382,VA6529SS,,Recreational,Runabout,Unknown,,,VA6529SS,12,State Number,UNITED STATES,176948
558818,FISH 4 FUN,,Recreational,Runabout,Unknown,,,WN8452NH,12,State Number,UNITED STATES,176948
558824,N/A,,Recreational,Runabout,Unknown,,,WN852D,12,State Number,UNITED STATES,176948
560873,HIGHLANDER,,Recreational,General,Active,2002,,1125454,6,Official Number (U.S.),UNITED STATES,176948
601611,TX3346HJ,,Recreational,General,Active,1992,,TX3346HJ,12,State Number,UNITED STATES,176948
601626,CAPT. KENNY II,,Commercial Fishing Vessel,Shrimper,Unknown,,,999324,13,Coast Guard Number,UNITED STATES,176948
612458,OBSESSION,,Recreational,General,Active,2002,,1139302,6,Official Number (U.S.),UNITED STATES,176948
612472,MI501430,MI501430,Recreational,General,Active,1999,,5BC34089C999,15,HIN,UNITED STATES,176948
629097,MC8797RY,,Recreational,Runabout,Active,1994,,MC8797RY,12,State Number,UNITED STATES,176948
631815,WN9571JD,,Recreational,Sport Fisher,Active,1975,,WN9571JD,12,State Number,UNITED STATES,176948
635447,UNNAMED,,Recreational,Runabout,Active,2003,,CEC50137C303,15,HIN,UNITED STATES,176948
644447,IMAGINNAR,,Recreational,Runabout,Active,2002,,SERT9347K102,15,HIN,UNITED STATES,176948
677408,DIE HARD,,Recreational,General,Active,2000,,USCB28FDI900,15,HIN,UNITED STATES,176948
46101,TIKI TOO,WUU 8109,Recreational,General,Inactive,1968,1996-12-18T00:00:00-05:00,517803,6,Official Number (U.S.),UNITED STATES,176948
565797,AMORE MIO II,A8MF6,Tank Ship,Crude & Products Tank Ship,Active,2001,,9226968,2,IMO Number,LIBERIA,176841
628208,UNNAMED,,Recreational,General,Active,1993,,FGBF1277F393,15,HIN,UNITED STATES,176948
1127246,LA3840FS,,Recreational,General,Active,2007,,LA3840FS,12,State Number,UNITED STATES,176948
996054,MING MAAN SHYANG 36,,Commercial Fishing Vessel,Longliner,Active,,,CG996054,13,Coast Guard Number,TAIWAN,176930
578740,TUNAGO NO. 51,,Commercial Fishing Vessel,General,Active,2000,,CG578740,13,Coast Guard Number,VANUATU,176952
550127,OR231YF,,Recreational,Runabout,Unknown,,,OR231YF,12,State Number,UNITED STATES,176948
550128,NONE,,Recreational,Runabout,Unknown,,,OR232SL,12,State Number,UNITED STATES,176948
553262,SC3473BC,,Recreational,Cabin Cruiser,Unknown,,,SC3473BC,12,State Number,UNITED STATES,176948
554261,TX6198DC,,Recreational,Runabout,Unknown,,,TX6198DC,12,State Number,UNITED STATES,176948
642876,MAVAREN,,Recreational,Low-Profile Vessel,Active,2003,,XSK02558A303,15,HIN,UNITED STATES,176948
1104860,SPI 090-11,,Recreational,General,Active,2003,,TX7644RV,12,State Number,UNITED STATES,176948
1114390,FL3664NV,,Recreational,Cabin Cruiser,Active,1989,,FL3664NV,12,State Number,UNITED STATES,176948
1119010,COBALT,,Recreational,General,Active,,,1337388,6,Official Number (U.S.),UNITED STATES,176948
1119069,TARAH NURTHIS,,Recreational,General,Active,,,1233385,6,Official Number (U.S.),UNITED STATES,176948
1119082,MC9810RR,,Recreational,Cabin Cruiser,Active,2000,,MC9810RR,12,State Number,UNITED STATES,176948
583226,NC8285BG,,Recreational,Runabout,Active,1985,,NC8285BG,12,State Number,UNITED STATES,176948
595815,ADRIANNA,,Recreational,Ketch,Active,,,CL1921FT,12,State Number,UNITED STATES,176948
604836,ERIKA LYNN,,Recreational,General,Active,2002,,1136177,6,Official Number (U.S.),UNITED STATES,176948
618507,LAZY DAYS,,Recreational,General,Active,2001,,1141176,6,Official Number (U.S.),UNITED STATES,176948
637532,FL0062KJ,,Recreational,Runabout,Active,1995,,FL0062KJ,12,State Number,UNITED STATES,176948
680632,LONGSHOT,,Recreational,General,Active,2003,,1156042,6,Official Number (U.S.),UNITED STATES,176948
967782,C BASE,,Recreational,General,Active,2008,,1214119,6,Official Number (U.S.),UNITED STATES,176948
971899,FL9078MC,,Recreational,Personal Watercraft (e.g. Jet Ski),Active,1996,,FL9078MC,12,State Number,UNITED STATES,176948
973351,STORM PETREL,,Recreational,Runabout,Active,1984,,NJ0845GH,12,State Number,UNITED STATES,176948
979847,CF6195HE,,Recreational,Runabout,Active,,,CF6195HE,12,State Number,UNITED STATES,176948
983280,DL8350D,,Recreational,General,Active,,,DL8350D,18,Official Number (Foreign),UNKNOWN,282527
1022304,PRIVATEER,,Recreational,General,Active,,,NY8491FH,12,State Number,UNITED STATES,176948
1025487,WILD THING,,Recreational,General,Active,,,1278086,6,Official Number (U.S.),UNITED STATES,176948
1025495,CT7930AT,,Recreational,Runabout,Active,1998,,CT7930AT,12,State Number,UNITED STATES,176948
1038918,TX7348HJ,,Recreational,Runabout,Active,1995,,TX7348HJ,12,State Number,UNITED STATES,176948
1053442,DBL 86,,Tank Barge,General 2,Active,2010,,1225285,6,Official Number (U.S.),UNITED STATES,176948
1060118,BAYOU TEDDY,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,2010,,1226459,6,Official Number (U.S.),UNITED STATES,176948
1078280,FL4359LT,,Recreational,Runabout,Active,2002,,FL4359LT,12,State Number,UNITED STATES,176948
1102692,LTD 11106,,Freight Barge,General,Active,2011,,1230610,6,Official Number (U.S.),UNITED STATES,176948
278099,WALTER MITTY XX,,Recreational,General,Active,1986,,902081,6,Official Number (U.S.),UNITED STATES,176948
290084,PHAZE II,,Recreational,General,Active,1985,,914432,6,Official Number (U.S.),UNITED STATES,176948
1079486,VA4672AR,,Recreational,General,Active,1994,,VA4672AR,12,State Number,UNITED STATES,176948
604712,THANH PHU,,Commercial Fishing Vessel,Shrimper,Inactive,1984,,1026699,5,Hull Number,UNITED STATES,176948
607008,SENIOR MOMENT,,Recreational,General,Active,,,1137072,6,Official Number (U.S.),UNITED STATES,176948
629888,WHIRLWIND,,Recreational,General,Active,,,1143896,6,Official Number (U.S.),UNITED STATES,176948
1047101,FL1138MG,,Recreational,Runabout,Active,2002,,FL1138MG,12,State Number,UNITED STATES,176948
277709,TIA PATY,,Recreational,General,Active,1979,,612052,6,Official Number (U.S.),UNITED STATES,176948
566364,IN5293BN,,Recreational,Runabout,Active,1998,,IN5293BN,12,State Number,UNITED STATES,176948
581850,NY1322DT,,Recreational,Runabout,Active,,,NY1322DT,12,State Number,UNKNOWN,282527
671641,STREAM CREDITS,,Recreational,General,Active,2004,,1153315,6,Official Number (U.S.),UNITED STATES,176948
1097590,NC6096DD,,Recreational,General,Active,2006,,NC6096DD,12,State Number,UNITED STATES,176948
648798,NC4034CG,WCO6132,Recreational,Runabout,Active,1993,,NC4034CG,12,State Number,UNITED STATES,176948
637715,ROBYN LEE,,Recreational,General,Active,1978,,CA0422GK,12,State Number,UNITED STATES,176948
348868,DEBORAH LYNN III,,Recreational,General,Active,1988,,963828,6,Official Number (U.S.),UNITED STATES,176948
598151,WN0392NK,,Recreational,Runabout,Active,2001,,CG598151,13,Coast Guard Number,UNITED STATES,176948
606613,VICTORY,C6S2072,Freight Ship,Self-Discharging,Active,2002,,9238325,2,IMO Number,ANTIGUA AND BARBUDA,176732
1126097,BROWN EYED GIRL,,Recreational,General,Active,2010,,1233919,6,Official Number (U.S.),UNITED STATES,176948
1163486,TRILOGY,,Recreational,General,Active,2011,,1237379,6,Official Number (U.S.),UNITED STATES,176948
1110974,ALI'I KAI,,Passenger (Uninspected),"General (6 or Fewer, Gross Tonnage < 100)",Active,2007,,1232111,6,Official Number (U.S.),UNITED STATES,176948
593695,IL4281HR,,Recreational,Cabin Cruiser,Active,1994,,IL4281HR,12,State Number,UNITED STATES,176948
588491,MC3469NP,,Recreational,High Performance,Active,1988,,MC3469NP,12,State Number,UNITED STATES,176948
632411,NC5626BR,,Recreational,Runabout,Active,1988,,NC5626BR,12,State Number,UNITED STATES,176948
521797,SUNDANCE,,Recreational,Runabout,Unknown,,,FL3963HS,12,State Number,UNITED STATES,176948
626581,FL7449MD,,Recreational,Cabin Cruiser,Active,2003,,FL7449MD,12,State Number,UNITED STATES,176948
941900,SANTOSHA,,Recreational,General,Active,2008,,1210185,6,Official Number (U.S.),UNITED STATES,176948
539784,NC0161CT,,Recreational,Personal Watercraft (e.g. Jet Ski),Unknown,,,NC0161CT,12,State Number,UNITED STATES,176948
665824,NC7217WG,,Commercial Fishing Vessel,"Hand Harvest, Non-Dive Collecting",Active,1993,,NC7217WG,12,State Number,UNITED STATES,176948
1098901,YEAH YEAH,,Recreational,General,Active,2007,,1230031,6,Official Number (U.S.),UNITED STATES,176948
1107227,ROAMER,,Recreational,Runabout,Active,1994,,CF3656NR,12,State Number,UNITED STATES,176948
1115791,GREENTEC,VRDQ4,Freight Ship,Self-Discharging,Active,2008,,9493509,2,IMO Number,HONG KONG,176818
538174,NONE,,Recreational,Runabout,Unknown,,,MI4828AC,12,State Number,UNITED STATES,176948
1159550,NEVERLAND,,Recreational,General,Active,,,1236601,6,Official Number (U.S.),UNITED STATES,176948
604387,IRISH FEVER,,Recreational,General,Active,,,1136041,6,Official Number (U.S.),UNITED STATES,176948
1054537,TRITON,,Recreational,General,Active,,,1257133,6,Official Number (U.S.),UNITED STATES,176948
528415,IL4939JD,,Recreational,Runabout,Unknown,,,IL4939JD,12,State Number,UNITED STATES,176948
