measure_of_weight,tonnage_type_id,tonnage_type_name,unit_of_measure_id,unit_of_measure_name,primary_vessel_id
5,4,Simplified,111,Short Ton,274333
6,4,Simplified,64,Long Ton,274333
21,4,Simplified,64,Long Ton,990467
17,4,Simplified,111,Short Ton,990467
38,4,Simplified,64,Long Ton,990466
34,4,Simplified,111,Short Ton,990466
14,4,Simplified,64,Long Ton,1106544
14,4,Simplified,111,Short Ton,1106544
802,4,Simplified,111,Short Ton,1059893
802,4,Simplified,64,Long Ton,1059893
802,4,Simplified,111,Short Ton,1059895
802,4,Simplified,64,Long Ton,1059895
18,4,Simplified,111,Short Ton,1076667
22,4,Simplified,64,Long Ton,1076667
8,4,Simplified,64,Long Ton,294678
7,4,Simplified,111,Short Ton,294678
13,4,Simplified,111,Short Ton,279030
14,4,Simplified,64,Long Ton,279030
26,4,Simplified,64,Long Ton,577912
21,4,Simplified,111,Short Ton,577912
7,4,Simplified,111,Short Ton,647184
9,4,Simplified,64,Long Ton,647184
13,4,Simplified,64,Long Ton,1104495
10,4,Simplified,111,Short Ton,1104495
20,4,Simplified,64,Long Ton,574373
16,4,Simplified,111,Short Ton,574373
13,4,Simplified,111,Short Ton,274942
17,4,Simplified,64,Long Ton,274942
12,4,Simplified,111,Short Ton,292719
16,4,Simplified,64,Long Ton,292719
53,4,Simplified,111,Short Ton,512099
66,4,Simplified,64,Long Ton,512099
35,4,Simplified,64,Long Ton,922736
28,4,Simplified,111,Short Ton,922736
5,4,Simplified,111,Short Ton,274333
6,4,Simplified,64,Long Ton,274333
14,4,Simplified,64,Long Ton,1221907
11,4,Simplified,111,Short Ton,1221907
823,4,Simplified,111,Short Ton,1229936
823,4,Simplified,64,Long Ton,1229936
672,4,Simplified,64,Long Ton,273238
672,4,Simplified,111,Short Ton,273238
25,4,Simplified,64,Long Ton,287829
20,4,Simplified,111,Short Ton,287829
40465,1,Convention (Subpart B),64,Long Ton,1234732
23892,1,Convention (Subpart B),111,Short Ton,1234732
49984,5,Dead Weight,75,Metric Ton,1234732
67906,6,Displacement,75,Metric Ton,1234732
11,4,Simplified,111,Short Ton,651477
14,4,Simplified,64,Long Ton,651477
8,4,Simplified,111,Short Ton,659664
8,4,Simplified,64,Long Ton,659664
9,4,Simplified,64,Long Ton,967571
7,4,Simplified,111,Short Ton,967571
63301,5,Dead Weight,120,Ton,1229162
21224,1,Convention (Subpart B),111,Short Ton,1229162
35812,1,Convention (Subpart B),64,Long Ton,1229162
70,4,Simplified,111,Short Ton,982927
130,4,Simplified,64,Long Ton,982927
16,4,Simplified,64,Long Ton,268970
13,4,Simplified,111,Short Ton,268970
15,4,Simplified,111,Short Ton,511120
16,4,Simplified,64,Long Ton,511120
7,4,Simplified,111,Short Ton,1029592
8,4,Simplified,64,Long Ton,1029592
21967,1,Convention (Subpart B),111,Short Ton,1054870
91368,6,Displacement,120,Ton,1054870
76577,5,Dead Weight,120,Ton,1054870
43885,1,Convention (Subpart B),64,Long Ton,1054870
21967,3,Regulatory (Subpart C or D),111,Short Ton,1054870
43885,3,Regulatory (Subpart C or D),64,Long Ton,1054870
10647,1,Convention (Subpart B),111,Short Ton,277551
35492,1,Convention (Subpart B),64,Long Ton,277551
7,4,Simplified,111,Short Ton,1130368
8,4,Simplified,64,Long Ton,1130368
15,4,Simplified,111,Short Ton,278780
16,4,Simplified,64,Long Ton,278780
7,4,Simplified,111,Short Ton,1237224
7,4,Simplified,64,Long Ton,1237224
8,4,Simplified,111,Short Ton,270840
10,4,Simplified,64,Long Ton,270840
16,4,Simplified,64,Long Ton,1233644
13,4,Simplified,111,Short Ton,1233644
170000,1,Convention (Subpart B),64,Long Ton,1097105
17,4,Simplified,64,Long Ton,293607
16,4,Simplified,111,Short Ton,293607
19,4,Simplified,111,Short Ton,284238
25,4,Simplified,64,Long Ton,284238
9,4,Simplified,64,Long Ton,561892
9,4,Simplified,111,Short Ton,561892
19,4,Simplified,64,Long Ton,576108
15,4,Simplified,111,Short Ton,576108
18,3,Regulatory (Subpart C or D),111,Short Ton,271680
20,3,Regulatory (Subpart C or D),64,Long Ton,271680
4,3,Regulatory (Subpart C or D),64,Long Ton,1238110
30241,1,Convention (Subpart B),64,Long Ton,1105902
14702,1,Convention (Subpart B),111,Short Ton,1105902
49999,5,Dead Weight,75,Metric Ton,1105902
61913,6,Displacement,75,Metric Ton,1105902
8,4,Simplified,64,Long Ton,520414
8,4,Simplified,111,Short Ton,520414
6,4,Simplified,111,Short Ton,1198194
7,4,Simplified,64,Long Ton,1198194
13,4,Simplified,64,Long Ton,294088
12,4,Simplified,111,Short Ton,294088
16,4,Simplified,64,Long Ton,568139
12,4,Simplified,111,Short Ton,568139
17,4,Simplified,64,Long Ton,1121723
17,4,Simplified,111,Short Ton,1121723
14,4,Simplified,64,Long Ton,606075
11,4,Simplified,111,Short Ton,606075
28,4,Simplified,111,Short Ton,503329
31,4,Simplified,64,Long Ton,503329
12,4,Simplified,64,Long Ton,294413
11,4,Simplified,111,Short Ton,294413
15576,4,Simplified,111,Short Ton,1041866
17406,5,Dead Weight,120,Ton,1041866
31984,6,Displacement,120,Ton,1041866
51917,1,Convention (Subpart B),64,Long Ton,1041866
51917,4,Simplified,64,Long Ton,1041866
705,4,Simplified,111,Short Ton,1240010
705,4,Simplified,64,Long Ton,1240010
17,4,Simplified,64,Long Ton,561721
14,4,Simplified,111,Short Ton,561721
6,4,Simplified,111,Short Ton,586350
7,4,Simplified,64,Long Ton,586350
15,4,Simplified,64,Long Ton,1208724
12,4,Simplified,111,Short Ton,1208724
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
17,4,Simplified,64,Long Ton,561721
14,4,Simplified,111,Short Ton,561721
60,3,Regulatory (Subpart C or D),111,Short Ton,1273130
350,1,Convention (Subpart B),111,Short Ton,1273130
89,3,Regulatory (Subpart C or D),64,Long Ton,1273130
680,6,Displacement,64,Long Ton,1273130
1300,5,Dead Weight,64,Long Ton,1273130
879,1,Convention (Subpart B),64,Long Ton,1273130
15,4,Simplified,64,Long Ton,288474
12,4,Simplified,111,Short Ton,288474
31,4,Simplified,64,Long Ton,284066
28,4,Simplified,111,Short Ton,284066
15,4,Simplified,64,Long Ton,1220386
12,4,Simplified,111,Short Ton,1220386
13,4,Simplified,64,Long Ton,294844
11,4,Simplified,111,Short Ton,294844
14,4,Simplified,64,Long Ton,617985
11,4,Simplified,111,Short Ton,617985
15,4,Simplified,111,Short Ton,264736
18,4,Simplified,64,Long Ton,264736
823,4,Simplified,111,Short Ton,929973
823,4,Simplified,64,Long Ton,929973
27645,1,Convention (Subpart B),64,Long Ton,937458
12616,1,Convention (Subpart B),111,Short Ton,937458
46152,5,Dead Weight,120,Ton,937458
55768,6,Displacement,120,Ton,937458
30,4,Simplified,64,Long Ton,937471
24,4,Simplified,111,Short Ton,937471
6,4,Simplified,111,Short Ton,1093857
7,4,Simplified,64,Long Ton,1093857
40,4,Simplified,64,Long Ton,510425
32,4,Simplified,111,Short Ton,510425
56,4,Simplified,64,Long Ton,509885
45,4,Simplified,111,Short Ton,509885
21,4,Simplified,64,Long Ton,1243139
19,4,Simplified,111,Short Ton,1243139
12,4,Simplified,111,Short Ton,614212
15,4,Simplified,64,Long Ton,614212
20,4,Simplified,64,Long Ton,1244419
18,4,Simplified,111,Short Ton,1244419
13,4,Simplified,64,Long Ton,1116940
11,4,Simplified,111,Short Ton,1116940
8,4,Simplified,111,Short Ton,567947
11,4,Simplified,64,Long Ton,567947
6,4,Simplified,111,Short Ton,586350
7,4,Simplified,64,Long Ton,586350
7,4,Simplified,64,Long Ton,286386
5,4,Simplified,111,Short Ton,286386
9,4,Simplified,111,Short Ton,504813
12,4,Simplified,64,Long Ton,504813
20,4,Simplified,64,Long Ton,600552
18,4,Simplified,111,Short Ton,600552
33,4,Simplified,111,Short Ton,296818
42,4,Simplified,64,Long Ton,296818
302,3,Regulatory (Subpart C or D),111,Short Ton,275810
302,3,Regulatory (Subpart C or D),64,Long Ton,275810
59835,1,Convention (Subpart B),64,Long Ton,1235976
25783,1,Convention (Subpart B),111,Short Ton,1235976
22308,5,Dead Weight,75,Metric Ton,1235976
42726,6,Displacement,75,Metric Ton,1235976
55657,5,Dead Weight,120,Ton,1103337
64567,6,Displacement,120,Ton,1103337
18516,1,Convention (Subpart B),111,Short Ton,1103337
18516,3,Regulatory (Subpart C or D),111,Short Ton,1103337
31259,1,Convention (Subpart B),64,Long Ton,1103337
31259,3,Regulatory (Subpart C or D),64,Long Ton,1103337
13,4,Simplified,64,Long Ton,294088
12,4,Simplified,111,Short Ton,294088
16,4,Simplified,111,Short Ton,504892
20,4,Simplified,64,Long Ton,504892
15,4,Simplified,64,Long Ton,608537
12,4,Simplified,111,Short Ton,608537
57,4,Simplified,111,Short Ton,569214
72,4,Simplified,64,Long Ton,569214
15,4,Simplified,111,Short Ton,944471
19,4,Simplified,64,Long Ton,944471
101,4,Simplified,111,Short Ton,1264718
127,4,Simplified,64,Long Ton,1264718
6,4,Simplified,64,Long Ton,575251
5,4,Simplified,111,Short Ton,575251
10,4,Simplified,64,Long Ton,565395
9,4,Simplified,111,Short Ton,565395
19,3,Regulatory (Subpart C or D),111,Short Ton,298198
28,3,Regulatory (Subpart C or D),64,Long Ton,298198
26,4,Simplified,111,Short Ton,942072
28,4,Simplified,64,Long Ton,942072
1549,1,Convention (Subpart B),64,Long Ton,990998
464,1,Convention (Subpart B),111,Short Ton,990998
1050,6,Displacement,120,Ton,990998
15,4,Simplified,111,Short Ton,278780
16,4,Simplified,64,Long Ton,278780
8,4,Simplified,64,Long Ton,581300
6,4,Simplified,111,Short Ton,581300
8,4,Simplified,111,Short Ton,1283026
10,4,Simplified,64,Long Ton,1283026
25,4,Simplified,64,Long Ton,287829
20,4,Simplified,111,Short Ton,287829
8,4,Simplified,111,Short Ton,280097
10,4,Simplified,64,Long Ton,280097
10,4,Simplified,111,Short Ton,1078621
13,4,Simplified,64,Long Ton,1078621
2115,1,Convention (Subpart B),64,Long Ton,1063183
634,1,Convention (Subpart B),111,Short Ton,1063183
69,4,Simplified,111,Short Ton,512342
87,4,Simplified,64,Long Ton,512342
601,4,Simplified,111,Short Ton,1282990
601,4,Simplified,64,Long Ton,1282990
10,4,Simplified,111,Short Ton,512604
13,4,Simplified,64,Long Ton,512604
21,4,Simplified,111,Short Ton,564321
27,4,Simplified,64,Long Ton,564321
716,4,Simplified,64,Long Ton,505721
716,4,Simplified,111,Short Ton,505721
23,4,Simplified,64,Long Ton,266871
19,4,Simplified,111,Short Ton,266871
44,4,Simplified,64,Long Ton,273278
40,4,Simplified,111,Short Ton,273278
5,4,Simplified,111,Short Ton,274333
6,4,Simplified,64,Long Ton,274333
33,4,Simplified,111,Short Ton,586238
41,4,Simplified,64,Long Ton,586238
8,4,Simplified,111,Short Ton,1236027
10,4,Simplified,64,Long Ton,1236027
20,4,Simplified,64,Long Ton,574373
16,4,Simplified,111,Short Ton,574373
16,4,Simplified,111,Short Ton,1257187
20,4,Simplified,64,Long Ton,1257187
8,4,Simplified,111,Short Ton,567947
11,4,Simplified,64,Long Ton,567947
59440,1,Convention (Subpart B),111,Short Ton,1284534
112967,1,Convention (Subpart B),64,Long Ton,1284534
157211,6,Displacement,75,Metric Ton,1284534
119402,5,Dead Weight,75,Metric Ton,1284534
61164,1,Convention (Subpart B),111,Short Ton,1284536
141823,1,Convention (Subpart B),64,Long Ton,1284536
184788,6,Displacement,75,Metric Ton,1284536
140637,5,Dead Weight,75,Metric Ton,1284536
6,4,Simplified,111,Short Ton,1284537
8,4,Simplified,64,Long Ton,1284537
12,4,Simplified,64,Long Ton,571729
10,4,Simplified,111,Short Ton,571729
40,4,Simplified,64,Long Ton,1224228
32,4,Simplified,111,Short Ton,1224228
16,4,Simplified,111,Short Ton,1257187
20,4,Simplified,64,Long Ton,1257187
17,4,Simplified,64,Long Ton,561721
14,4,Simplified,111,Short Ton,561721
33,4,Simplified,111,Short Ton,296818
42,4,Simplified,64,Long Ton,296818
25,4,Simplified,111,Short Ton,290177
31,4,Simplified,64,Long Ton,290177
101,4,Simplified,64,Long Ton,611088
81,4,Simplified,111,Short Ton,611088
16,4,Simplified,64,Long Ton,1186490
14,4,Simplified,111,Short Ton,1186490
19,4,Simplified,111,Short Ton,273675
24,4,Simplified,64,Long Ton,273675
12,4,Simplified,64,Long Ton,1289481
12,4,Simplified,111,Short Ton,1289481
20,4,Simplified,111,Short Ton,1076671
25,4,Simplified,64,Long Ton,1076671
15,4,Simplified,111,Short Ton,278780
16,4,Simplified,64,Long Ton,278780
24,4,Simplified,64,Long Ton,286092
19,4,Simplified,111,Short Ton,286092
9,3,Regulatory (Subpart C or D),111,Short Ton,261413
10,3,Regulatory (Subpart C or D),64,Long Ton,261413
19,4,Simplified,64,Long Ton,560346
15,4,Simplified,111,Short Ton,560346
18,4,Simplified,64,Long Ton,643918
15,4,Simplified,111,Short Ton,643918
6,4,Simplified,111,Short Ton,1232110
8,4,Simplified,64,Long Ton,1232110
745,4,Simplified,64,Long Ton,1214035
745,4,Simplified,111,Short Ton,1214035
9,4,Simplified,111,Short Ton,257293
10,4,Simplified,64,Long Ton,257293
14,4,Simplified,111,Short Ton,1238538
17,4,Simplified,64,Long Ton,1238538
35,4,Simplified,64,Long Ton,284077
28,4,Simplified,111,Short Ton,284077
15,4,Simplified,64,Long Ton,1208724
12,4,Simplified,111,Short Ton,1208724
25,4,Simplified,64,Long Ton,272165
20,4,Simplified,111,Short Ton,272165
9,4,Simplified,64,Long Ton,1124053
8,4,Simplified,111,Short Ton,1124053
17,4,Simplified,111,Short Ton,1169704
18,4,Simplified,64,Long Ton,1169704
74,4,Simplified,111,Short Ton,1254741
93,4,Simplified,64,Long Ton,1254741
5,4,Simplified,111,Short Ton,512034
6,4,Simplified,64,Long Ton,512034
31,4,Simplified,64,Long Ton,284066
28,4,Simplified,111,Short Ton,284066
11,4,Simplified,64,Long Ton,500995
8,4,Simplified,111,Short Ton,500995
6500,4,Simplified,64,Long Ton,1097887
22,4,Simplified,64,Long Ton,1108607
18,4,Simplified,111,Short Ton,1108607
705,4,Simplified,64,Long Ton,1221704
705,4,Simplified,111,Short Ton,1221704
6,4,Simplified,111,Short Ton,1130520
7,4,Simplified,64,Long Ton,1130520
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
7,4,Simplified,111,Short Ton,605506
7,4,Simplified,64,Long Ton,605506
10,4,Simplified,64,Long Ton,263098
8,4,Simplified,111,Short Ton,263098
10,4,Simplified,64,Long Ton,910891
8,4,Simplified,111,Short Ton,910891
6,4,Simplified,111,Short Ton,501619
7,4,Simplified,64,Long Ton,501619
15,4,Simplified,111,Short Ton,651528
19,4,Simplified,64,Long Ton,651528
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
8482,3,Regulatory (Subpart C or D),111,Short Ton,225822
14538,3,Regulatory (Subpart C or D),64,Long Ton,225822
22356,5,Dead Weight,120,Ton,225822
45,4,Simplified,64,Long Ton,230656
40,4,Simplified,111,Short Ton,230656
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
53,4,Simplified,111,Short Ton,512099
66,4,Simplified,64,Long Ton,512099
128,4,Simplified,111,Short Ton,1297983
160,4,Simplified,64,Long Ton,1297983
35,4,Simplified,64,Long Ton,284077
28,4,Simplified,111,Short Ton,284077
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
58,4,Simplified,111,Short Ton,1253023
72,4,Simplified,64,Long Ton,1253023
6,4,Simplified,64,Long Ton,625680
5,4,Simplified,111,Short Ton,625680
764,4,Simplified,64,Long Ton,1217297
764,4,Simplified,111,Short Ton,1217297
9,4,Simplified,64,Long Ton,606669
7,4,Simplified,111,Short Ton,606669
11,4,Simplified,64,Long Ton,643716
10,4,Simplified,111,Short Ton,643716
12,4,Simplified,64,Long Ton,664965
11,4,Simplified,111,Short Ton,664965
26,4,Simplified,64,Long Ton,577912
21,4,Simplified,111,Short Ton,577912
16,4,Simplified,64,Long Ton,273292
12,4,Simplified,111,Short Ton,273292
19,4,Simplified,111,Short Ton,513477
21,4,Simplified,64,Long Ton,513477
44499,5,Dead Weight,75,Metric Ton,1158999
57860,6,Displacement,75,Metric Ton,1158999
13613,1,Convention (Subpart B),111,Short Ton,1158999
29814,1,Convention (Subpart B),64,Long Ton,1158999
15,4,Simplified,111,Short Ton,1225575
18,4,Simplified,64,Long Ton,1225575
8,4,Simplified,111,Short Ton,998494
10,4,Simplified,64,Long Ton,998494
12,4,Simplified,64,Long Ton,664965
11,4,Simplified,111,Short Ton,664965
8,4,Simplified,111,Short Ton,1156600
11,4,Simplified,64,Long Ton,1156600
9,4,Simplified,64,Long Ton,287746
7,4,Simplified,111,Short Ton,287746
15,4,Simplified,64,Long Ton,992475
12,4,Simplified,111,Short Ton,992475
15,4,Simplified,111,Short Ton,1225575
18,4,Simplified,64,Long Ton,1225575
764,4,Simplified,111,Short Ton,1065239
764,4,Simplified,64,Long Ton,1065239
764,4,Simplified,64,Long Ton,1109007
764,4,Simplified,111,Short Ton,1109007
14,4,Simplified,64,Long Ton,254693
11,4,Simplified,111,Short Ton,254693
28,4,Simplified,64,Long Ton,625120
22,4,Simplified,111,Short Ton,625120
10,4,Simplified,111,Short Ton,1239492
12,4,Simplified,64,Long Ton,1239492
5,4,Simplified,64,Long Ton,1193277
5,4,Simplified,111,Short Ton,1193277
59,1,Convention (Subpart B),111,Short Ton,512141
198,1,Convention (Subpart B),64,Long Ton,512141
21,4,Simplified,111,Short Ton,930224
26,4,Simplified,64,Long Ton,930224
6,4,Simplified,64,Long Ton,288062
5,4,Simplified,111,Short Ton,288062
20,4,Simplified,111,Short Ton,1267551
23,4,Simplified,64,Long Ton,1267551
12,4,Simplified,64,Long Ton,664965
11,4,Simplified,111,Short Ton,664965
16,4,Simplified,111,Short Ton,647390
18,4,Simplified,64,Long Ton,647390
13,4,Simplified,111,Short Ton,1198168
16,4,Simplified,64,Long Ton,1198168
8,4,Simplified,64,Long Ton,1121720
8,4,Simplified,111,Short Ton,1121720
8,4,Simplified,111,Short Ton,627050
10,4,Simplified,64,Long Ton,627050
9,4,Simplified,64,Long Ton,661437
9,4,Simplified,111,Short Ton,661437
19,4,Simplified,64,Long Ton,1208642
15,4,Simplified,111,Short Ton,1208642
56668,1,Convention (Subpart B),111,Short Ton,1223817
89510,1,Convention (Subpart B),64,Long Ton,1223817
6,4,Simplified,111,Short Ton,513017
7,4,Simplified,64,Long Ton,513017
6,4,Simplified,111,Short Ton,1292802
6,4,Simplified,64,Long Ton,1292802
9,4,Simplified,64,Long Ton,608464
7,4,Simplified,111,Short Ton,608464
53,4,Simplified,111,Short Ton,512099
66,4,Simplified,64,Long Ton,512099
14,4,Simplified,64,Long Ton,286085
12,4,Simplified,111,Short Ton,286085
13,4,Simplified,111,Short Ton,298925
16,4,Simplified,64,Long Ton,298925
8,4,Simplified,111,Short Ton,290088
10,4,Simplified,64,Long Ton,290088
32,4,Simplified,64,Long Ton,297913
25,4,Simplified,111,Short Ton,297913
18,4,Simplified,64,Long Ton,287890
14,4,Simplified,111,Short Ton,287890
22,4,Simplified,111,Short Ton,54
27,4,Simplified,64,Long Ton,54
11,4,Simplified,111,Short Ton,652357
12,4,Simplified,64,Long Ton,652357
14,4,Simplified,64,Long Ton,628726
14,4,Simplified,111,Short Ton,628726
13,4,Simplified,111,Short Ton,1055480
16,4,Simplified,64,Long Ton,1055480
7,4,Simplified,111,Short Ton,1228278
7,4,Simplified,64,Long Ton,1228278
8,3,Regulatory (Subpart C or D),111,Short Ton,170993
11,3,Regulatory (Subpart C or D),64,Long Ton,170993
7,4,Simplified,64,Long Ton,510349
6,4,Simplified,111,Short Ton,510349
22,4,Simplified,64,Long Ton,1085416
17,4,Simplified,111,Short Ton,1085416
5,4,Simplified,64,Long Ton,1275818
5,4,Simplified,111,Short Ton,1275818
44,4,Simplified,64,Long Ton,273278
40,4,Simplified,111,Short Ton,273278
25,4,Simplified,64,Long Ton,296301
20,4,Simplified,111,Short Ton,296301
7,4,Simplified,111,Short Ton,282380
8,4,Simplified,64,Long Ton,282380
6,4,Simplified,111,Short Ton,1093857
7,4,Simplified,64,Long Ton,1093857
31,4,Simplified,64,Long Ton,284066
28,4,Simplified,111,Short Ton,284066
7,4,Simplified,111,Short Ton,1029592
8,4,Simplified,64,Long Ton,1029592
7,4,Simplified,64,Long Ton,1186487
6,4,Simplified,111,Short Ton,1186487
79702,1,Convention (Subpart B),64,Long Ton,1101122
46051,1,Convention (Subpart B),111,Short Ton,1101122
115832,6,Displacement,120,Ton,1101122
87621,5,Dead Weight,120,Ton,1101122
10,4,Simplified,64,Long Ton,1233874
8,4,Simplified,111,Short Ton,1233874
1375,4,Simplified,111,Short Ton,1268038
1375,4,Simplified,64,Long Ton,1268038
7,4,Simplified,64,Long Ton,562018
5,4,Simplified,111,Short Ton,562018
7,4,Simplified,64,Long Ton,28512
6,4,Simplified,111,Short Ton,28512
12,4,Simplified,64,Long Ton,1233649
10,4,Simplified,111,Short Ton,1233649
17,4,Simplified,64,Long Ton,607968
15,4,Simplified,111,Short Ton,607968
22,3,Regulatory (Subpart C or D),64,Long Ton,264006
15,3,Regulatory (Subpart C or D),111,Short Ton,264006
7,4,Simplified,64,Long Ton,291752
6,4,Simplified,111,Short Ton,291752
14,4,Simplified,64,Long Ton,617985
11,4,Simplified,111,Short Ton,617985
20209,1,Convention (Subpart B),111,Short Ton,1268942
34875,1,Convention (Subpart B),64,Long Ton,1268942
61377,5,Dead Weight,75,Metric Ton,1268942
72322,6,Displacement,75,Metric Ton,1268942
12,4,Simplified,111,Short Ton,516632
15,4,Simplified,64,Long Ton,516632
10,4,Simplified,64,Long Ton,955857
8,4,Simplified,111,Short Ton,955857
18,4,Simplified,64,Long Ton,1208684
14,4,Simplified,111,Short Ton,1208684
7,4,Simplified,111,Short Ton,1258264
7,4,Simplified,64,Long Ton,1258264
12581,1,Convention (Subpart B),111,Short Ton,1268963
29923,1,Convention (Subpart B),64,Long Ton,1268963
49151,5,Dead Weight,120,Ton,1268963
9,4,Simplified,64,Long Ton,287746
7,4,Simplified,111,Short Ton,287746
1375,4,Simplified,111,Short Ton,1268035
1375,4,Simplified,64,Long Ton,1268035
11,4,Simplified,111,Short Ton,1299686
13,4,Simplified,64,Long Ton,1299686
499,1,Convention (Subpart B),64,Long Ton,578740
499,3,Regulatory (Subpart C or D),64,Long Ton,578740
161,1,Convention (Subpart B),111,Short Ton,578740
161,3,Regulatory (Subpart C or D),111,Short Ton,578740
10,4,Simplified,111,Short Ton,571076
13,4,Simplified,64,Long Ton,571076
12,4,Simplified,64,Long Ton,664965
11,4,Simplified,111,Short Ton,664965
823,4,Simplified,111,Short Ton,1229925
823,4,Simplified,64,Long Ton,1229925
41000,1,Convention (Subpart B),64,Long Ton,912893
10851,5,Dead Weight,75,Metric Ton,912893
156,4,Simplified,111,Short Ton,1283025
195,4,Simplified,64,Long Ton,1283025
40037,1,Convention (Subpart B),64,Long Ton,611533
20900,1,Convention (Subpart B),111,Short Ton,611533
73004,5,Dead Weight,120,Ton,611533
86123,6,Displacement,120,Ton,611533
14,4,Simplified,111,Short Ton,614262
18,4,Simplified,64,Long Ton,614262
7,4,Simplified,64,Long Ton,621982
5,4,Simplified,111,Short Ton,621982
9,4,Simplified,64,Long Ton,561892
9,4,Simplified,111,Short Ton,561892
21,4,Simplified,111,Short Ton,1040135
26,4,Simplified,64,Long Ton,1040135
51032,1,Convention (Subpart B),64,Long Ton,1223399
29164,1,Convention (Subpart B),111,Short Ton,1223399
82177,5,Dead Weight,75,Metric Ton,1267076
94350,6,Displacement,75,Metric Ton,1267076
27239,1,Convention (Subpart B),111,Short Ton,1267076
43022,1,Convention (Subpart B),64,Long Ton,1267076
51,4,Simplified,111,Short Ton,261953
64,4,Simplified,64,Long Ton,261953
339,3,Regulatory (Subpart C or D),111,Short Ton,275588
339,3,Regulatory (Subpart C or D),64,Long Ton,275588
69919,6,Displacement,75,Metric Ton,1219909
58713,5,Dead Weight,75,Metric Ton,1219909
34349,1,Convention (Subpart B),64,Long Ton,1219909
19968,1,Convention (Subpart B),111,Short Ton,1219909
15,4,Simplified,111,Short Ton,505188
19,4,Simplified,64,Long Ton,505188
16,4,Simplified,64,Long Ton,670104
12,4,Simplified,111,Short Ton,670104
823,4,Simplified,111,Short Ton,1044432
823,4,Simplified,64,Long Ton,1044432
9,4,Simplified,64,Long Ton,636165
7,4,Simplified,111,Short Ton,636165
15,4,Simplified,64,Long Ton,259193
12,4,Simplified,111,Short Ton,259193
20,4,Simplified,64,Long Ton,600552
18,4,Simplified,111,Short Ton,600552
51,4,Simplified,64,Long Ton,1103018
46,4,Simplified,111,Short Ton,1103018
13,4,Simplified,64,Long Ton,634724
12,4,Simplified,111,Short Ton,634724
21,4,Simplified,64,Long Ton,566044
16,4,Simplified,111,Short Ton,566044
8,4,Simplified,111,Short Ton,659664
8,4,Simplified,64,Long Ton,659664
13,4,Simplified,111,Short Ton,285271
16,4,Simplified,64,Long Ton,285271
8,4,Simplified,64,Long Ton,955861
7,4,Simplified,111,Short Ton,955861
9,4,Simplified,111,Short Ton,1245774
11,4,Simplified,64,Long Ton,1245774
6,4,Simplified,64,Long Ton,288062
5,4,Simplified,111,Short Ton,288062
10,4,Simplified,111,Short Ton,641865
12,4,Simplified,64,Long Ton,641865
19,4,Simplified,64,Long Ton,560346
15,4,Simplified,111,Short Ton,560346
10411,3,Regulatory (Subpart C or D),111,Short Ton,274839
31016,5,Dead Weight,120,Ton,274839
18249,3,Regulatory (Subpart C or D),64,Long Ton,274839
10,4,Simplified,64,Long Ton,287797
10,4,Simplified,111,Short Ton,287797
11,4,Simplified,111,Short Ton,589419
12,4,Simplified,64,Long Ton,589419
7,4,Simplified,111,Short Ton,1174301
7,4,Simplified,64,Long Ton,1174301
23,4,Simplified,111,Short Ton,641766
29,4,Simplified,64,Long Ton,641766
9,4,Simplified,64,Long Ton,574683
7,4,Simplified,111,Short Ton,574683
13,4,Simplified,111,Short Ton,611908
16,4,Simplified,64,Long Ton,611908
26,4,Simplified,64,Long Ton,1224874
23,4,Simplified,111,Short Ton,1224874
9,4,Simplified,64,Long Ton,1119053
7,4,Simplified,111,Short Ton,1119053
13,4,Simplified,111,Short Ton,502693
16,4,Simplified,64,Long Ton,502693
92079,4,Simplified,64,Long Ton,1119384
12,4,Simplified,111,Short Ton,275049
15,4,Simplified,64,Long Ton,275049
823,4,Simplified,111,Short Ton,1229921
823,4,Simplified,64,Long Ton,1229921
10,4,Simplified,64,Long Ton,565395
9,4,Simplified,111,Short Ton,565395
63155,5,Dead Weight,75,Metric Ton,1315976
75086,6,Displacement,75,Metric Ton,1315976
21292,1,Convention (Subpart B),111,Short Ton,1315976
36518,1,Convention (Subpart B),64,Long Ton,1315976
17,4,Simplified,111,Short Ton,916834
21,4,Simplified,64,Long Ton,916834
705,4,Simplified,64,Long Ton,1221711
705,4,Simplified,111,Short Ton,1221711
29644,1,Convention (Subpart B),64,Long Ton,1106124
56661,6,Displacement,75,Metric Ton,1106124
