activity_id,lat,long,brief,STUSPS,NAMELSAD,waterway_name,facility_name_ls,vessel_name,latlong_str
6857420,35.76771,-75.53025,"In March 2019, PCL Civil Constructors, Inc. (PCL) and subcontractor Cherry Creek Recycling initiated a project to dismantle and demolish the existing 2-3 mile long Herbert C. Bonner Bridge (Bonner Bridge) spanning across Oregon Inlet. PCL utilized the deck barge U 210 (Official Number (O.N.) 1052577), the deck barge WEEKS 2220 (O.N. 1233586), the crane barge BR24072 (O.N. 553579), the towing vessel MISS BONNIE (O.N. 502796) and subcontracted various other towing vessels to haul the barges offshore and dispose of bridge pieces in designated artificial reef zones. 

On Thursday, November 14, 2019, weather forecasts predicted a storm with wind gusts of approximately 50 knots in the Outer Banks over that weekend. In accordance with the Severe Weather & Hurricane Plan, the PCL Project Manager secured the U 210, WEEKS 2220, and BR24072 with an additional set of mooring lines to ten mooring pilings located approximately 400 feet east of the remaining superstructure of the Bonner Bridge. On November 16, 2019, a coastal storm started to get closer to the Outer Banks coastline and by Saturday evening into early Sunday the storm brought winds of up to 44 knots to the coast. On November 17, 2019, at approximately 0730 Eastern Standard Time (EST), sustained winds were 25-30 knots above what PCL Project Manager believed they would be, prompting him to direct a PCL employee to drive through the worksite to confirm all barges were moored to the pilings. The PCL employee confirmed they were. 

At approximately 1000 EST, the North Carolina Department of Transportation called the PCL Project Manager to report that the U 210 and WEEKS 2220 had broken free and were adrift in Oregon Inlet. The PCL Project Manager then directed his employees to report to the worksite immediately to secure the adrift barges. At approximately 1030 EST, seven PCL employees arrived at the worksite and found both barges pinned up against the mooring pilings approximately two feet from the Bonner Bridge superstructure. The PCL crew decided to use the towing vessel MISS BONNIE, which was moored at the PCL dock on Pea Island, to recover the two barges. At approximately 1050 EST, MISS BONNIE got underway with seven persons onboard. As MISS BONNIE passed safely under the Marc Basnight Bridge (the new bridge that replaced the Bonner Bridge) and was getting closer to the pilings where the barges were pinned, the vessel ran aground on a shoal. The captain attempted to maneuver the vessel to free it from grounding, but was unsuccessful. After several attempts, the strong wind and current began to push MISS BONNIE toward the superstructure of the Bonner Bridge. As the vessel was pushed toward the bridge, the vessel slowly began to list to port and take on water over the port side gunwale. At approximately 1102 EST, the captain ordered the crew to abandon the vessel. All seven MISS BONNIE crewmembers climbed onto the superstructure of the bridge without entering the water and without suffering any injuries. At approximately 1130 EST, the MISS BONNIE capsized. The port side of the vessel rested on the ocean floor, while a portion of the starboard side was visible above water. While on the bridge, a PCL employee used a forklift to position a gangway from the bridge to each of the barges to secure the barges to the pilings. 

The PCL Project Manager directed all crewmembers to undergo drug and alcohol testing in accordance with company procedures; however, these procedures did not meet Department of Transportation regulations. The Project Manager was not familiar with 46 CFR Part 4 requirements. This was their first marine casualty and he believed the company procedures would suffice. 

The initiating event for this casualty was the parting of the mooring lines on the U 210 and the WEEKS 2220, which set both barges adrift. The barges then allided with the mooring pilings next to the Bonner Bridge. MISS BONNIE got underway in heavy weather to secure the barges, but grounded and then capsized while en route. The causal factors contributing to this casualty include: (1) PCL Project Manager failed to provide chafing protection on mooring lines, (2) the effect of the weather conditions on the barges due to a minimally protected mooring area, (3) PCL Project Manager failed to moor the barges at the south trestle dock, (4) unknown shoaling caused by rapid changes in water depth of Oregon Inlet, (5) inoperable echo depth sounder, (6) the 33 knot sustained winds and six knot flooding current caused MISS BONNIE to list to port, (7) the loss of stability due to seawater going over the gunwale, and (8) the loss of stability due to uncontrolled flooding.",NC,Dare County,['Pamlico Sound'],"['Herbert C. Bonner Bridge', 'Marc Basnight Bridge']","['BR24072', 'MISS BONNIE', 'U 210', 'WEEKS 2220']","35.76771,-75.53025"
6858607,29.9445,-90.16883,"On 18 November 2019 at approximately 1640 local time, the 738-foot bulk carrier PRODIGY (Flag: Marshall Islands) allided with the Huey P Long Bridge (MM 106). While transiting upriver toward Ama Anchorage (MM 117), the NOBRA Pilot onboard documented that the vessel’s air draft was listed as 42.3m on the pilot card prior to proceeding under the Huey P Long Bridge.  The NOAA recorded air draft was 43.3m, a 1 meter clearance. As the PRODIGY went under the bridge, the INMARSAT antenna made contact with the centerline bridge span, approximately 3 feet to the right of the channel lights. Damage onboard the vessel was a broken INMARSAT antenna and mount estimated at $10,000 to replace. Bridge owner (LADOTD) verified that there was no damage to the bridge due to this incident.

As a result of its investigation, the Coast Guard determined that the initiating event for the casualty was the PRODIGY INMARSAT antenna striking the Huey P Long Bridge. The cause was the incorrect air draft stated on the pilot card (1.4 meters too low) which led to the Pilot recommending safe transit under the bridge with the belief the vessel had 1 meter of clearance. It is reasonable to believe that had the crew recorded the correct air draft on the pilot card, the Pilot would have known that the vessel had insufficient clearance and the Pilot could have required more ballast to be taken onboard to increase clearance under the bridge.

This incident met the criteria for a reportable marine casualty IAW 46 CFR 4.05-1 since the vessel allided with a bridge. The level of investigative effort met the requirements of a data collection since damage to the vessel was less than $75,000.",LA,Jefferson Parish,['MISSISSIPPI-LO'],['HUEY P LONG BRIDGE'],['PRODIGY'],"29.9445,-90.16883"
6859134,43.83417,-91.2835,"ITV R. Clayton McWurther was headed N/B at the La Crosse Rail road bridge and called the bridge to make a controlled landing due to windy conditions. ITV performed the landing sucessfully, but due to the wind, struck the sheerface of the turntable of the bridge as they made their departure. Bridge suffered broken timbers on the sheer fence of the turntable.",MN,Houston County,['MISSISSIPPI-UP'],['LACROSSE RAILROAD DRAWBRIDGE'],['R. CLAYTON MCWHORTER'],"43.83417,-91.2835"
6859357,27.20363,-80.26018,"On September 09, 2019,at approximately 1300, the U.S. Army Corps of Engineers dredge vessel MURDEN (O.N. 1235517) allided with the fendering system of the Stuart FEC Railway Bridge while underway on an eastbound transit, leading to damage to the starboard side life raft station, hand rail, and running light. Additionally, the bridge's fendering system received damage estimated at approximately $55,000.

During the investigation, it was identified that the relief master began his approach on an eastbound transit, contacted the Roosevelt Bridge operator for a bridge opening, cleared the Roosevelt Bridge and began adjusting his course for the second bridge, the Stuart FEC Railway Bridge, when a shift in current caused the vessel's port bow to react unexpectedly, giving the master no time to adjust. Following the temporary loss in maneuverability, the vessel's protruding trunnion guard allided with the bridge's north fendering system, causing the vessel to rebound towards the south fendering system, where the vessel rolled to starboard. Upon rolling to starboard, the vessel's life raft station protruded past the bridge's lifted bascule as the vessel continued forward momentum, at which point the life raft station allided with the bascule, leading to damage of the starboard side life raft station, hand rail, and running light. Following the second allision, the vessel rebounded a second time to port, where the vessel allided with the bridge's north fendering system a second time.

The Coast Guard has determined that the initiating event for this casualty was the unexpected current leading to emergency maneuvering, followed by the bridge allision. The contributing factors were 1) the waterway hazards due to bridge restrictions, 2) the vessel's beam when compared to the horizontal clearance of the vessel, 3) the master's experience with the vessel in this particular waterway,  and 4) unexpected currents.

Although the casualty only reached the level of a Data Collection, it was upgraded to an Informal to capture the waterway hazards on a vital waterway (Okeechobee Waterway) which cuts across the state of Florida.",FL,Martin County,['North Fork Saint Lucie River'],"['FEC RAILWAY BRIDGE - STUART, FL']",['MURDEN'],"27.20363,-80.26018"
6859785,41.52753,-88.08639,"On November 09, 2019, at approximately 1526 (CST) the Inspected Towing Vessel STARFIRE (O.N. 261413) allided with the Cass Street Bridge on the Des Plaines River at MM 288.

As the Captain was steering the tow of 9 empty dry cargo barges southbound underneath the Cass Street Bridge a sudden gust of wind caused the ART 44009, which was positioned in the middle of the port string, to allide with the bridge pier. The Captain continued southbound, passing underneath the Jefferson Street Bridge. After clearing the Jefferson Street Bridge the Captain went astern to align the tow and allided the stern of the STARFIRE with the Jefferson Street Bridge. No report of any damage to the vessels or bridges.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was gusting winds negatively impacting the Captains ability to maintain control of the tow as it passed underneath the bridge followed by the Captain not maintaining a safe distance between the vessel and bridge when going astern to align the tow.",IL,Will County,['ILLINOIS'],"['CASS STREET DRAWBRIDGE', 'JEFFERSON STREET DRAWBRIDGE']","['STARFIRE', 'ART 44009']","41.52753,-88.08639"
6859948,29.87068,-90.00947,"On 24 September 2019 at approximately 2135 local time, the port lead barge in the 6 barge tow of the inspected towing vessel(ITV) SILAS JAMES allided with the fendering system of the BELLE CHASSE RR Bridge in the vicinity of mile marker 4 in the Intracoastal Waterway.

The SILAS JAMES was transiting westbound pushing 6 loaded rock barges with a destination of Cameron, LA. The Master stated as they made their approach to pass underneath the Belle Chasse Railroad Bridge, they lined up straight center and was transiting 2.5 kts. The Master said as they came closer to the bridge, the tow began to set towards the west bank of the canal. The Master tried to increase speed in order to correct their heading, however they were unsuccessful in doing so and the port lead barge hit the fendering system. 

Damage to the port lead barge (MEM 5040) was $55,687.50. After multiple attempts, the Coast Guard was unable to obtain an estimated damage cost for the Belle Chasse RR Bridge fendering system. The bridge owners confirmed the bridge was operational and safe for crossing.

As a result of its investigation, the Coast Guard determined the incident was a reportable Marine Casualty in accordance with 46 CFR Part 4. The level of investigation effort was a data collection as the damage was less than $75,000.",LA,Plaquemines Parish,['ALGIERS CANAL'],['Belle Chasse Rail Road Bridge'],"['SILAS JAMES', 'MEM 5040']","29.87068,-90.00947"
6862510,33.766,-118.24022,"On October 26, 2019, at approximately 0925, the towing vessel BLARNEY allided with the Commodore Schuyler Heim Bridge. The BLARNEY was traveling East in the Cerritos Channel when its satellite compass antenna struck the bridge. No damage was reported to the bridge.

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the contact between the vessel’s satellite compass antenna and the bridge, followed by the damage to the antenna. The causal factor that contributed to this casualty was the the Master's decision to pass under the bridge with insufficient overhead clearance.",CA,Los Angeles County,['San Pedro Bay'],['Commodore Schuyler Heim Bridge'],['BLARNEY'],"33.766,-118.24022"
6865411,40.59617,-73.8105,"On 29Nov2019 Sector New York received notification of an allision between the hopper barge CMT RECTOR and the fendering system of the South Channel RR Bridge. The CMT Rector was unloaded and being pushed by the towing vessel CMT PIKE (O.N. 615367). Neither vessel is a USCG certificated vessel.

The CMT PIKE first attempted to pass through the bridge at approximately 1430 but was unable due to the wind conditions. The vessel attempted a 2nd pass at 1504. During the second attempt the wind, blowing at a speed of 20 knots from the NNW, pushed the STBD bow of the CMT RECTOR into the fendering system of the bridge. The fendering system was comprised of 20 pilings bound together by a metal wire and was pushed back, towards the bridge, approximately 3 feet. Neither the barge nor the towing vessel sustained any damage and there were no injuries.",NY,Queens County,['Jamaica Bay'],['Beach Channel RR Bridge'],"['CMT PIKE', 'CMT RECTOR']","40.59617,-73.8105"
6866544,30.69068,-91.73447,"On November 23, 2019, at approximately 1600, Towing Vessel SOUTHERN BELLE was underway pushing six hopper barges loaded with rocks down bound on the Atchafalaya River near Melville, LA. As the vessel’s Licensed Mate was setting up to transit through the railroad bridge, the current started to set the tow towards the east. The Mate attempted to steer against the set, but felt that the tow wasn't going to respond fast enough, so he started backing down and steering his flanking rudder to avoid or mitigate impact with the railroad bridge. At approximately 1604, the lead barge (SL 54) in the port string allided with east pier of the channel span. 

The impact of the allision parted multiple tow wires, causing four of the six barges to break away from the tow. The bow void space of the SL 54 suffered extensive structural damage, subsequently causing the bow void space to flood to the river level. The Melville Railroad Bridge remained operational, with only superficial scratches noted in the concrete pillar of the east bridge span.

As a result of this investigation, the Coast Guard has determined that the initiating event for this casualty was the allision of barge SL 54 with the Melville Railroad Bridge, which caused extensive damage to the bow void of the barge.  The causal factors of this casualty include: (1) The vessel’s Licensed Mate lacked experience navigating a tow downriver though the spans of the railroad bridge and (2) Unanticipated river current caused an uncontrollable slide toward the east span of the railroad bridge.",LA,St. Landry Parish,['ATCHAFALAY'],['Melville Railroad Bridge'],"['SOUTHERN BELLE', 'SL 54']","30.69068,-91.73447"
6866645,34.218,-77.81256,"On November 27, 2019, at approximately 0600, the ISLAND TRADER was pushing ahead crane barge STEVENS 1401 navigating northbound on the Atlantic Intracoastal Waterway approaching the Wrightsville Beach Drawbridge. Approximately 1/4-mile from the bridge, the master radioed the Bridge Tender to request an opening for northbound passage and continued transiting toward the bridge. At approximately 0610, the Bride Tender responded the master's request and opened the bridge for north bound passage. 

After the drawbridge span was opened, the master navigated the vessels in to the drawbridge channel entrance at approximately 1-knot. While entering the channel within the boundary of the drawbridge fender system, the towing vessel and barge were set to port by a flooding tidal current of approximately 3-knots. The master corrected with starboard rudder to prevent the STEVENS 1401 from alliding with the southwest dolphin and fender.  The STEVENS 1401 swung to starboard and the ISLAND TRADER's stern set to port and the towing vessel's port stern quarter allided with the southwest dolphin and fender system. 

The vessel continued beneath the drawbridge span on a course toward the northeast fender. The master corrected with port rudder to prevent the STEVENS 1401 from alliding with the northeast fender. While in a port turn, the STEVENS 1401 starboard bow allided with the northeast fender.  After the allisions, the master increased underway speed, regained steerage control, and returned the vessels to the center of the channel. The master radioed the Bridge Tender and reported the vessel's allided with the drawbridge dolphin and fender systems and reported no damage sustained to the vessels. The master continued to navigate the vessels northbound en route Morehead City, NC. The Bridge Tender notified the Coast Guard of the allisions. 

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the ISLAND TRADER alliding with the Wrightsville Beach Drawbridge southwest dolphin and fender system, followed by, the STEVENS 1401 alliding with the northeast fender system. The casual factors that contributed to this casualty include: (1) fast-moving flooding tidal current of approximately 3-knots, (2) the master's inability to safely maneuver the vessels in flooding tidal current waterway conditions to avoid alliding with the drawbridge dolphin and fender systems.",NC,New Hanover County,['Middle Sound'],['Wrightsville Beach Drawbridge'],"['ISLAND TRADER', 'STEVENS 1401']","34.218,-77.81256"
6869011,29.56792,-90.7205,"On August 8, 2019 at about 01:15 CST, the UTV CAPTAIN SAM pulling astern empty deck barge MARMAC 301 had the starboard bow of barge MARMAC 301 lightly allide the Bayou Dularge Bridge Fender System.  This caused scuff marks to the barge and no damage to the bridge fender system.  Barge MARMAC 301 had a length of 300 feet long by 100 feet wide.  The Bayou Dularge Bridge span opening was only 125 feet wide.  

The allision occurred as the tow was underway east bound along the Gulf Intracoastal Water Way (GIWW) approaching MM 59.5 west of the Harvey Lock.  The tow got underway at 21:30 the previous evening from Mars Dock in Bayou Black, Louisiana and was heading to the Houma Navigational Canal; then, to the Cat Island Sea Buoy.  The UTV CAPTAIN SAM had the UTV CAPT MARK pushing MARMAC 301 astern; but, the master of the UTV CAPTAIN SAM had command of the entire tow.  A tow this size would have normally taken the Bayou Chene Route to the Gulf of Mexico and bypassed the narrow and congested GIWW in and around Houma, Louisiana.  But, due to high river levels in the Mississippi River and flooding threats to areas of South Louisiana, the Bayou Chene Route was closed to all marine traffic.  At about 01:00 CST, the tow made the bend that approached the Bayou Dularge Bridge; but, the tow sung out too wide.  There was not enough space or time for the tow to get realigned to the bridge span opening and that caused the starboard bow of the MARMAC 301 to lightly allide with the bridge fender system.  No damage was done the MARMAC 301 (other than scuffed paint) and no damage was reported by the bridge operator.  

As a result of its investigation, the Coast Guard determine the initiating event was barge MARMAC 301 alliding the Bayou Dularge Bridge Fender System.  This caused no damage to barge MARMAC 301 (other than scuffed paint) and no damage to the bridge fender system.  The causal factors that contributed to this casualty include:  1) The Bayou Chene Route was closed for larger tow configurations.  A large tow configuration of this size (being 300' long by 100' wide) normally would have bypassed the narrow and congested GIWW through Houma and taken Bayou Chene to the Gulf of Mexico and reentered the GIWW east of Houma.  But, due to the recent Hurricane Barry and local area flood risks, the Bayou Chene Route was shut-off to marine traffic.  2) The Bayou Dularge Bridge Span opening was only 125' wide and the tow width was 100' wide and 300' long.  This left little room for error to prevent the barge from alliding the bridge fender system.  3) Night time operations with near zero visibility made it difficult for the master properly assess collision/allision risks.",LA,Terrebonne Parish,['GIWW-WEST'],['Bayou Dularge Bridge'],"['CAPTAIN MARK', 'MARMAC 301', 'CAPTAIN SAM']","29.56792,-90.7205"
6870045,36.775,-76.295,"On the afternoon of 03 December 2019, the 66-foot twin engine towing vessel JACK HOLLAND (O.N. 669003) transited light tug to the Luck Stone facility in Chesapeake, Virginia. After arriving at the facility, the crew of JACK HOLLAND made the towing vessel up to the bow of the empty 297-foot gravel barge ATLAS THREE (O.N. 1269738) in order to push the barge backwards out of the Elizabeth River and up the James River to Richmond, Virginia. At approximately 1615 LMT, as the tug and barge were transiting north on the Southern Branch Elizabeth River, the starboard side of ATLAS THREE made contact with the east side fender system of the Gilmerton bridge. 

The contact with the fender system did not cause any reported damage to the fender system or to the barge, and JACK HOLLAND and ATLAS THREE continued on the voyage to Richmond. A follow-up bridge survey by the City of Chesapeake determined that there was no damage to the Gilmerton bridge fender system. 

As a result of the investigation, the Coast Guard determined that the initiating event was the contact between ATLAS THREE and the Gilmerton bridge fender system. The causal factors that contributed to this casualty include: (1) the weather conditions on the waterway, and (2) the constricted navigational area around the Gilmerton bridge. 

Recommend closing this incident investigation activity without a referral to an enforcement activity.",VA,Chesapeake city,['Elizabeth River'],['GILMERTON HIGHWAY BRIDGE'],"['JACK HOLLAND', 'ATLAS THREE']","36.775,-76.295"
6872838,29.73351,-90.12781,"At 0056 local time on 12 December 2019 the bridge tender for the BARATARIA BRIDGE notified the Coast Guard via telephone that two old steamboat style casino boats were drifting northward toward the bridge. At approximately 0130 the two vessels (former LIGHTHOUSE POINT CASINO O.N. 1022782, 191-feet long, passenger barge and former BILOXI BELLE O.N. 1023167, 220-feet long passenger barge) came to rest perpendicular to the bridge’s fender system with only the BILOXI BELLE contacting the bridge fender. TOM'S MARINE & SALVAGE (TOM""S MARINE) was found to be the previous location of these vessels and TOM""S MARINE was contacted and returned both vessels to their mooring location.  No damage to the vessels or bridge was reported.

As a result of its investigation, the Coast Guard determined that an unknown person(s) unmoored the two barges by removing the ropes used as the mooring system which allowed the barges to drift with the current and eventually allided with the BARATARIA BRIDGE fender system. D8 bridges staff was notified and there were no indications that the bridge operation was a factor in the allision.

IAW 46 CFR 4.05-1, this incident was a reportable marine casualty as an unintended strike with a bridge occurred. The level of investigation effort was a data collection as there was no damage as a result of the allision.",LA,Jefferson Parish,['BARATARIA BAY WATERWAY'],['BARATARIA BRIDGE'],"['LIGHTHOUSE POINT CASINO', 'BILOXI BELLE']","29.73351,-90.12781"
6878156,39.55015,-95.11249,"The ITV GENERAL ASHBURN (ON 643918) was transiting down bound on the Missouri River (MOR) Mile Marker (MM) 422 with 02 empty dry cargo barges in a side by side tow, drafting 1'. The port barge ART 46012 (ON: CG937036) allided with the up-river span of the open Atchison Railroad Drawbridge (swing bridge). The out draft by the center swing pier was more than the Master anticipated and he did not make the proper course correction to avoid alliding with the bridge. Minor scrapes to the ART 46012 fiberglass cargo front cover and a dent in the coaming. No damage to the Atchison Railroad Drawbridge. High water and currents in the area contributed to the higher than normal outdraft IWO of the bridge. The GENERAL ASHBURN continued on its transit down bound.",KS,Atchison County,['MISSOURI'],['ATCHISON RAILROAD DRAWBRIDGE'],"['GENERAL ASHBURN', 'ART 46012']","39.55015,-95.11249"
6880374,36.61633,-76.04883,"On December 28, 2019, the Coast Guard conducted an investigation regarding the ISLAND PILOT (O.N.169716) pushing the barge BH-2901 (O.N. 1232110), which allided with the Pungo Ferry Bridge. The Pungo Ferry Bridge is a fixed bridge with a vertical clearance of 65', horizontal clearance of 90' and is owned and operated by the Department of Public Works Virginia Beach, Virginia. The Bridge is part of State Route 726 located at mile marker 28.3 crossing over the Virginia section of the Intracoastal Waterway. As a result of the allision the bridge sustained over $250,000 in damage. The barge BH-2901 forward rake was holed, flooded and had over $39,000 of damage. The tug ISLAND PILOT sustained damage to its hull, steering and propulsion components that resulted in over $30,000.

As a result of the investigation, the Coast Guard determined that the initiating event was the allision. The causal factors that contributed to this casualty include: (1) Operations, the Use of Jumbo Hopper Barges; (2)Person - Physiological Condition, Work Rest History (3) Person - Psychological Condition, Planning for risk mitigation while transiting Pungo Ferry Bridge; (4) Mismatch - Between Person and Hardware, Failure to use mechanical means to attempt to stop the tug and barge; (5) Planning Error - Knowledge-based Mistake (Bias), Overconfidence bias failure to recognize risk of allision, loss of situational awareness; (6) Defense Factor, Inadequate Navigational Risk Mitigation.

Recommend closing this incident investigation activity with a referral to an enforcement activity.",VA,Virginia Beach city,['North Landing River'],['Pungo Ferry Bridge'],"['ISLAND PILOT', 'BH-2901']","36.61633,-76.04883"
6881039,41.71378,-87.5427,"On November 27, 2019, at approximately 0515 (CST) the dry cargo barge MEM 2001 (O.N. 1067518) allided with the 100th Street Bridge located on the Calumet River at MM 331.4. 

The barge broke free from its mooring at Calumet River Fleeting Area located on the Calumet River at MM 331, drifted north and allided with the 100th Street Bridge. 

As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the barge not properly secured. Followed by the barge breaking free and alliding with the bridge.",IL,Cook County,['IL WWY SAG'],['100 STREET BRIDGE'],"['MIKE PLANCHE', 'MEM 2001']","41.71378,-87.5427"
6883491,41.52074,-88.08748,"On January 1, 2020, at approximately 0025 (CST) the Inspected Towing Vessel WILLIAM C (O.N. 517882, 76.5Ft, Managing Owner: Illinois Marine Towing) was transiting southbound on the Des Plaines River pushing 6 loaded dry cargo barges (5 coal and 1 scrap metal), length of tow approximately 676 feet, when the head of the tow allided with the Rock Island Railroad protection cell located along the left descending bank of the Des Plaines River at MM 287.6. 

While transiting the Des Plaines River in the vicinity of Joliet, IL, the WILLIAM C was required to transit under five bridges within approximately 4,000 feet of one another with moderate bends along the river route. According to the Illinios and Mississippi Rivers Waterway Action Plan, the flow rate of the river was higher than normal, which increased the current flow.  The pilot reported over-steering while transiting under the third bridge, called the Cass Street Bridge. After clearing the Cass Street Bridge the Pilot started to correct the over-steer and was able to safely pass through the Jefferson Street Bridge (fourth) without incident. After clearing the Jefferson Street Bridge, the tow was nearest the left descending bank of the river, and not aligned with the fifth and final bridge, the Rock Island Railroad Bridge. The pilot started to steer to starboard and back down on the both throttles in an attempt to stop the forward momentum and bring the tow back to starboard in an attempt to safely clear the Rock Island Railroad Bridge. The tow did not respond within time and continued towards the Rock Island Railroad Bridge protection cell. The two lead barges IN085100 (O.N. 1214035) and IN085226 (O.N. 1218226) allided with the bridge protection cell.

Minor damage was reported to the two barges, and significant damage to the protection cell.

As a result of its investigation the Coast Guard has determined that the initiating event of this casualty was the over-steering followed by the allision. The causal factors which contributed to this casualty were: (1)Pilot steering error that caused the tow to go off course. (2)Not enough distance and not enough reverse thrust to effectively execute a crash stop maneuver, especially considering the lack of water flow past the rudders; 3)No way to prevent damage to the IN085100, IN085226 and protection cell.",IL,Will County,['ILLINOIS'],['Rock Island Railroad Bridge'],"['WILLIAM C', 'IN085226', 'IN085100']","41.52074,-88.08748"
6883527,30.15544,-89.63074,"On 04 January 2020 at approximately 0815 local time, the inspected towing vessel (ITV) M/V CAPT HYMEN DEVALL (hereafter DEVALL) reported a bridge allision as its tow allided with the Rigolets Railroad Bridge at MM 34 on the GICW near Slidell, LA. At approximately 0815, the DEVALL was pushing 01 empty red flag barge (DBL 305), headed from Pearl River en route to New Orleans when the front of the barge pushed by the DEVALL allided with the bridge and fendering system of the CSX Rigolets Railroad Bridge. Damage to the bridge was approximately 20-30' of the timber long fender near the south end of the bridge and approximately 8' on the steel portion of the bridge. The steel portion was pushed in about 9”. Initial costs of repairs or replacement were estimated at over $100,000. 

As a result of its preliminary investigation, the Coast Guard determined the incident was a reportable marine casualty as defined in 46 CFR 4.05-1. The level of investigative effort was an informal investigation as the vessel unintentionally allided with a bridge and its fendering system and the final damage estimates totaled approximately $937,000.

The Coast Guard determined the initiating event for this casualty was the allision; the causal factors for the allision include the Master failing to properly pass through the bridge and Limited Aids for Transiting CSX Railroad Rigolets Bridge.",LA,Orleans Parish,['GIWW-EAST'],['RIGOLETTS R/R BRIDGE'],"['M/V CAPT HYMEN DEVALL', 'DBL 305']","30.15544,-89.63074"
6884502,30.03726,-93.79573,"On 20 December 2019 the inspected towing vessel HF BEAN reported to the Coast Guard that the boats fenders had an allision with the piles that were actively being renewed in the vicinity of the Cow Bayou bridge that crosses Cow Bayou in Orange, TX. According to crew on duty, they had dropped a work barge in viscinity of bridge and when trying to depart, needed to proceed between the bridge and the barge they dropped off. A fender caught a piling during departure resulting in damage. No damage, pollution or injuries reported to the rock barge or the boat itself. 

Cause of the incident was vessel proceeding through overly narrow area and the Captain of the HF BEAN navigated to close to the pilings that were being renewed.",TX,Orange County,[nan],"['Hwy Bridge on Cow Bayou, West Orange; mi']","['HF BEAN', 'D 120303']","30.03726,-93.79573"
6885594,37.13847,-88.68847,"On 20DEC2019 at approximately 1930 hours, the ITV BROOKE MCKENZIE (Western Rivers, 257293, 3950 hp, No COI) was d/b pushing 15 loaded hopper barges at MM 941 OHR when the starboard stern barges allided with the I-24 bridge. The vessel and tow was set by the currant into the right descending pier due to a faster than normal current resulting in damage to two of the barges and some being set adrift. With the help of three assist vessels, the adrift barges are brought back to the tow while the damaged barges are given temporary repairs. The tow is reassembled and the vessel and tow gets back underway. Estimated damage cost for both barges is $85,000. 

Coast Guard investigation revealed the initiating event to be the Allision. Contributing factors include: 1) lack of awareness about the river flow around the bridge.",KY,McCracken County,['OHIO'],['I-24 HIGHWAY BRIDGE'],"['MTC 6425', 'BROOKE MCKENZIE', 'HBM 3063']","37.13847,-88.68847"
6886359,32.23769,-88.01521,"On January 7, 2020 at approximately 1720 CST, T/V THELMA PARKER II was pushing ahead 8 empty barges headed southbound on the Tombigbee River near Mile Marker 173.5 when a barge in tow allided with the Naheola bridge.  The lead barge PTC 716, made contact with the east pillar causing the tow to break up. When the tug was rounding up the barges, its wheelhouse struck part of the bridge causing damage to the tug.  One of the loose barges, PTC 811 made contact with a piling at the Naheola Mill docking facility damaging the piling.  All barges were eventually recovered and secured.  No damage to the bridge or barges was reported.  The tug was repaired and returned to service.",AL,Choctaw County,['TOMBIGBEE'],['NAHEOLA BRIDGE'],"['THELMA PARKER II', 'PTC 716', 'PTC 811']","32.23769,-88.01521"
6886521,37.13596,-88.68612,"On 22Dec2019 at approximately 2100 hours, the ITV ADDIE BELLE (Tenn. Valley Towing, 284077, 2510 HP, COI MSU Paducah) was d/b at MM 941 ORH pushing 10 barges (5 loaded dry cargo/5 empty dry cargo) when the starboard lead barge allided with the I-24 Bridge. This caused nine of the barges to break loose; a total of eight were damaged and one allided with a dredge barge from Pine Bluff Materials. Four ITVs assisted with recovering the barges and the two was rebuilt. Total damage estimate is $15,000.

Coast Guard investigation revealed the initiating event to be the Allision. Contributing factors include: 1) lack of awareness about the river flow around the bridge.",KY,McCracken County,['OHIO'],['I-24 DUAL BRIDGES'],"['ADDI BELLE', 'SCF 24229', 'SCF 24205', 'CHEM 1706']","37.13596,-88.68612"
6886799,37.13844,-88.6885,"On 08JAN2020 @ approximately 0445 hrs. the ITV CAPT. CHASE (LA Carriers, 589861, 2400 HP, COI pends) was down-bound at MM 940.8 OHR (Metropolis, IL) pushing 1 empty deck barge when the master on the navigational watch failed to check the air gap and river stage for the I-24 Bridge and navigated through the low water span of the bridge. The vessels radar dome struck the bridge causing 5,000.00 damage to the vessel. The current river stage at that time was 32FT which requires vessels to use the high water span of the bridge.  


Coast Guard investigation revealed the initiating event to be the bridge allision. Contributing Factors include: 1) Loss of Situational awareness 2) Failure to use all available means for transit on Western Rivers

Case was Refered for Enforcement Alleged Negligence",KY,McCracken County,['OHIO'],['I-24 HIGHWAY BRIDGE'],['CAPT. CHASE'],"37.13844,-88.6885"
