activity_id,title,start_dt,end_dt,page
2930981,M/V PAT WHITE allision,4/27/2007,3/27/2009,91
2931998,VICKIE LYNN; ALLISION,5/5/2007,3/27/2009,91
2932253,M/V CINDY CELESTE allision,5/8/2007,7/17/2007,91
2932943,M/V RICHARD BAKER allision,5/12/2007,3/27/2009,91
2933216,M Allision (05/16/2007 9,5/16/2007,3/30/2009,91
2933222,M Allision (05/15/2007 3,5/15/2007,3/27/2009,91
2936493,Tug KLICKATAT Allisions,5/9/2007,3/30/2009,91
2937150,M Allision (05/11/2007 5,5/11/2007,3/27/2009,92
2937493,BAYOU BLACK; GROUNDING,5/6/2007,5/14/2009,92
2938389,M/V CITY OF JOLIET allision,5/4/2007,3/27/2009,92
2938515,UTV RON HULL ALLISION GALVESTON CAUSEWAY BRIDGE,5/23/2007,3/30/2009,92
2939236,M/V FRANK STEGBAUER allision,5/2/2007,3/27/2009,92
2939871,Allision M/V Praire Dawn (05/16/2007 7,5/16/2007,3/27/2009,92
2939946,Allision M/V GENE HERDE w La Crosse RR Bridge,5/24/2007,3/30/2009,92
2941143,RANDY ECKSTEIN/ ALLISION & SINKING/ 26 MAY 07,5/26/2007,10/6/2009,92
2944468,Allision M/V DEANA ANN,5/28/2007,3/30/2009,92
2945340,UTV KOOLCAT/Allision/LMR 232,5/29/2007,1/3/2010,92
2946156,M Allision (04/18/2007 7,4/18/2007,12/20/2009,93
2946400,MC-Push Tug-Boh Bros (B50-039)-Allision,5/29/2007,1/3/2010,93
2946535,ALLISION - WEST LAROSE BRIDGE W/ 3 TUG O/SIZED TOW,5/28/2007,4/16/2009,93
2946635,ALLISION - UTV MR LEWIS W/ BAYOU BOUEF RR BRIDGE,5/29/2007,4/16/2009,93
2948496,M/V JOHN M. RIVERS (Breakaway/Allision),5/31/2007,1/3/2010,93
2951204,M Allision (06/03/2007 6,6/3/2007,4/16/2009,93
2951683,BUNGE 611B & HUEY P. LONG BRIDGE/Allision/QDQ,5/18/2007,8/30/2007,93
2951717,"M/V Erna Honeycutt, Allision, Pekin RR bridge",5/31/2007,3/30/2009,93
2952332,TUG PETALUMA & BARGE 201; Allision w/Bridge,6/3/2007,11/15/2007,93
2952539,M Allision (05/25/2007 8,5/25/2007,3/30/2009,93
2952546,M Allision (05/26/2007 2,5/26/2007,3/30/2009,94
2952551,M/V CAPTAIN BEAR IVIE (Allision),5/30/2007,3/30/2009,94
2953265,UTV BROWN WATER VII- allision,6/4/2007,3/30/2009,94
2954073,MC-SPV The Big M vs. Johns Pass- Allision,6/6/2007,1/11/2010,94
2955341,Cindy Brent/Allision/ 06/08/2007 8,6/8/2007,3/30/2009,94
2956649,M/V Algowood Bridge Allision 06/08/2007,6/8/2007,1/12/2010,94
2958632,DAVE CARLTON /ALLISION,5/31/2007,12/7/2009,94
2959227,UTV CINDY BRENT/KIRBY 30412- allision,6/5/2007,3/30/2009,94
2959255,"USS BRIDGE, injury to A/B",4/15/2007,12/20/2009,94
2960545,MV John H. MacMillan (F/B XL 272-Allision ),6/13/2007,3/30/2009,94
2961209,Personnel Injury RHEIN BRIDGE,6/10/2007,10/29/2008,95
2961392,M/V J.B. KLEINPETER (Allision),6/12/2007,3/30/2009,95
2961665,M/V HENRY J SOUDELIER III allision,6/14/2007,1/17/2010,95
2961763,ALLISION/MR. CASS/EBL 2992/CHD,6/12/2007,1/19/2010,95
2963472,Cody Boyd allision,6/16/2007,3/30/2009,95
2965566,MC-SPV-THE BIG M-allision Johns Pass,6/17/2007,1/17/2010,95
2972829,M/V J.W. HERSHEY (Allision),6/18/2007,3/31/2009,95
2972836,M/V TOM TALBERT (06/22/2007 10,6/22/2007,1/18/2010,95
2972841,M Allision (06/24/2007 1,6/24/2007,1/18/2010,95
2972843,M Allision (06/20/2007 5,6/20/2007,3/31/2009,95
2973244,MV Robin B. Ingram allision LaCrosse Bridge,6/23/2007,3/31/2009,96
2973391,GL 134/MARY VIRGINA/Allision/Destin Bridge,6/22/2007,3/31/2009,96
2974408,M/V John H. MacMillan Jr.-Allision (F/B ART 954),6/26/2007,3/31/2009,96
2974776,Tug CYGNUS/Barge CAPE COD Bridge Allision,6/25/2007,4/16/2009,96
2974813,M/V STEVE MCKINNEY allision,5/13/2007,3/27/2009,96
2974864,ALLISION/L&N BRIDGE/ MISS ELLE/CHD,6/12/2007,1/10/2008,96
2975892,MARY SCHEEL /GROUNDING,6/20/2007,5/28/2009,96
2976440,M/V MALLARD allision,5/23/2007,3/30/2009,96
2976593,M/V PROSPERITY Allision w/ LaCrosse RR Bridge,6/26/2007,3/31/2009,96
2980366,M Allision (07/01/2007 5,7/1/2007,3/31/2009,96
2981783,Tug Phoenix Allision w/ Fore River bridge,7/2/2007,4/16/2009,97
2984253,Uninspected Hopper Barge Flooding and Capsizing,7/5/2007,2/8/2010,97
2984662,ALLISION - GD 2014 W/ BAYOU SALE BRIDGE,6/26/2007,1/19/2010,97
2989249,UTV James W Buky Allision Sabula Bridge,7/6/2007,3/31/2009,97
2989716,M/V LOU ANNA GUIDRY - Bridge allision,6/2/2007,4/16/2009,97
2993438,Allision-UTV CUSTOM w/ Leeville Bridge,12/4/2006,4/8/2010,97
2993490,FREIGHT BARGE MAC4000                     ALLISION,7/12/2007,3/31/2009,97
2995785,M/V ROTTERDAM BRIDGE; allision and power loss,7/14/2007,2/9/2010,97
2996632,M Allision (07/14/2007 9,7/14/2007,3/31/2009,97
2997460,FREIGHT BARGE MAC4000                     ALLISION,7/12/2007,3/31/2009,97
2998189,Fire / Kelly Bros. Barge / San Carlos Bay,7/11/2007,2/9/2010,98
2998667,KIRBY 17802 Allision w/ Galveston Causeway Bridge,7/13/2007,3/31/2009,98
2999276,FREIGHT BARGE MARY H PETRILLO             ALLISION,7/15/2007,3/31/2009,98
3001907,JONATHON THOMAS allision w/ Galv Causeway Bridge,7/13/2007,3/31/2009,98
3002430,MC-UTV Miss Jenny/M-1504-Allision,7/21/2007,4/16/2009,98
3005273,CAPT ALPHA DOUCET/BRIDGE ALLISION,7/17/2007,3/31/2009,98
3005839,GINGER GRIFFIN NEW - Allision,7/18/2007,3/23/2009,98
3006012,UTV CARRIE MAYS/Allision/Melville Bridge,5/26/2007,3/30/2009,98
3007294,M/V JAMES BUKY allision,6/12/2007,3/30/2009,98
3008905,ANTHONY TAYLOR; ALLISION,7/26/2007,2/17/2010,98
3011893,UTV MISS JANICE/Allision,7/9/2007,3/31/2009,99
3012011,FREIGHT BARGE COLUMBIA NORFOLK            ALLISION,7/27/2007,2/17/2010,99
3012099,Allision/ Doris McKinney & Bayou Sorrel Bridge,7/18/2007,12/3/2007,99
3012889,MS Allision (07/31/2007 12,7/20/2007,4/7/2009,99
3014864,Allision - M/V LINDA LITTLE,7/25/2007,3/31/2009,99
3019867,M/V Thruston B Morton Allision,8/6/2007,8/21/2007,99
3021518,M/V Walter Hagestad Allison,7/12/2007,4/16/2009,99
3024604,UTV CAPT. BRUCE STAPP Grounding,8/8/2007,9/17/2009,99
3026796,UTV CHELSEA / Allision / DJC,8/12/2007,4/7/2009,99
3027415,F/V BIRDIE P allision with Two Mile Bridge -,8/13/2007,4/22/2010,99
3028745,"M/V City of Joliet (Allision, T/B Kirby 10019)",8/15/2007,4/7/2009,100
3030807,HELEN II; ALLISION,8/16/2007,4/26/2010,100
3035305,M/V JAMES L OBERSTAR allision,7/19/2007,3/31/2009,100
3036365,M/V SUGARLAND allision,8/1/2007,4/7/2009,100
3037125,KIRBY24704/SAN BERNARD R/R BRIDGE ALLISION,8/24/2007,4/7/2009,100
3043152,MS Allision/ MV COUSHATTA,8/23/2007,4/7/2009,100
3043893,James W.Buky Allision with MGP Dock,8/30/2007,4/7/2009,100
3045889,MS Allision/UTV Tobie K. Devall/DCBL 62/Allision,9/2/2007,4/17/2009,100
3050932,M/V BILL ARNOLD allision,8/17/2007,4/7/2009,100
3050980,M/V GLADIATOR allision,8/19/2007,4/7/2009,100
3051816,Barge CBC 762 Allision with Fore River Bridge,9/6/2007,4/9/2009,101
3056153,M/V THRUSTON B MORTON allision,9/5/2007,4/9/2009,101
3059472,FREIGHT BARGE SUSQUEHANNA  ALLISION,9/15/2007,4/9/2009,101
3059509,M/V C MICHAEL REEVES,9/9/2007,4/9/2009,101
3059510,Personnel Casualty,9/17/2007,1/19/2010,101
3059755,UTV BAYRIDGE SERVICE allision w/ CSX Bridge,9/17/2007,4/17/2009,101
3061180,M/V Captain John/ Allision/ LHT,9/18/2007,5/11/2010,101
3061248,UTV SEA HORSE - fire,9/19/2007,3/9/2011,101
3062027,MS Allision (08/29/2007 3,8/29/2007,4/7/2009,101
3062799,MS Allision (09/20/2007 8,9/20/2007,4/9/2009,101
3067306,M/V GLADIATOR allision,9/8/2007,4/9/2009,102
3068501,TRAYLOR BROS. N240- injury,9/26/2007,5/19/2010,102
3071472,MS Allision - UTV Nita E - Buffalo Bayou RR Bridge,9/17/2007,3/9/2011,102
3071507,FREIGHT BARGE DMT 406                     ALLISION,10/2/2007,4/11/2008,102
3072179,BEN R. JOHNSON; ALLISION,9/4/2007,9/17/2009,102
3072595,DERRICK BARGE                             ALLISION,10/2/2007,4/9/2009,102
3072616,"STEVE MCKINNEY, allision Jefferson St. bridge",9/20/2007,4/17/2009,102
3073016,MS Allision (10/04/2007 10,10/4/2007,4/13/2009,102
3076073,DELTA BENGAL/Allision/ CHD,9/24/2007,5/19/2010,102
3076086,Miss Rachel - Bridge Allision,10/4/2007,4/17/2009,102
3076777,UTV BAYRIDGE SERVICE CSX BRIDGE ALLISION 05OCT2007,10/10/2007,5/21/2010,103
3077165,LINDA LITTLE /ALLISION,10/9/2007,5/21/2010,103
3077776,MS Allision CHARLES SOUTHERN (10/11/2007),10/11/2007,4/13/2009,103
3078432,MS Allision (10/11/2007 10,10/11/2007,4/13/2009,103
3078577,M/V ANGELA K Allision,10/11/2007,4/13/2009,103
3081217,MS Allision (10/13/2007 9,10/13/2007,4/13/2009,103
3081654,M/V Kathy Ellen allison with Clinton RR bridge,10/17/2007,4/13/2009,103
3085330,Allision/UTV HOWARD BLANK/ICW MM 418/CANEY CREEK,10/13/2007,4/13/2009,103
3085536,CANEY CREEK BRIDGE/UTV ISIDORE CENAC ALLISION,10/21/2007,4/13/2009,103
3086696,M/V MALLARD allision,10/5/2007,4/13/2009,103
3087001,UTV ELIZABETH HUGER/Allision/MM 38 Port Allen Rte.,10/22/2007,4/16/2009,104
3088090,M/V LAKE CHARLES Allision West Port Arthur Bridge,10/27/2007,5/26/2010,104
3088279,MC- CFV DOUBLE E/ ALLISION MATANZAS PASS BRIDGE,10/28/2007,5/26/2010,104
3088866,Bridge allision barge XL338,10/26/2007,4/13/2009,104
3089619,M/V GRAND RACE allision Reedy & Summit Bridge,10/29/2007,5/27/2010,104
3091143,NAN/ALLISION/CHD,10/30/2007,4/13/2009,104
3091723,M/V POWERBALL/PWR LOSS/ALLISION/BBV,10/23/2007,5/27/2010,104
3091753,M/V ARKANSAS Bridge Allision,10/25/2007,5/27/2010,104
3093950,MS Allision M/V Thersa L. Wood,11/5/2007,4/13/2009,104
3095030,M/V COSCO BUSAN; Allision w/ Oil Spill,11/7/2007,4/10/2009,104
3095790,MS Allision (11/04/2007 8,11/4/2007,4/13/2009,105
3097767,UTV Bridgett Caulley; equip failure,4/25/2007,12/20/2009,105
3098478,MS Allision (11/13/2007 4,11/13/2007,4/14/2009,105
3098572,ED RENSHAW allision LaCrosse RR Bridge 11/10/2007,11/10/2007,4/14/2009,105
3098995,TIM BURNS; ALLISION,11/14/2007,6/2/2010,105
3098998,KIOWA allision with Cass St. bridge,10/24/2007,4/13/2009,105
3099581,JOEL SMITH/Allision/JCH,11/9/2007,4/14/2009,105
3101920,Allision,11/2/2007,6/7/2010,105
3107311,MS Allision - Tug Hardhead allision w/Wappoo Bridg,8/11/2007,10/3/2012,105
3107357,Grounding/UTV BIG BAY/ICW MM 352/Pelican cut,11/27/2007,8/5/2009,105
3107806,BARGE KS392/ Allision/ PCB,11/29/2007,4/16/2009,106
3109587,CHEROKEE; ALLISION,11/23/2007,6/17/2010,106
3109946,MS Allision/ UTV Archie Wilson/ Melville RR Bridge,12/1/2007,6/18/2010,106
3110502,UTV SUE ELLEN/ALLISION/BAYOU SORREL BRIDGE,11/26/2007,4/14/2009,106
3110965,UTV  THE STING/BMW 68 allision with the Causeway,12/6/2007,5/9/2008,106
3111459,FREIGHT BARGE SEI 150-2                   ALLISION,12/5/2007,4/16/2009,106
3111573,J W HUNTER /ALLISION,12/2/2007,4/16/2009,106
3112793,MAGDALENA GREEN - allided with bridge,12/8/2007,1/25/2008,106
3114136,T. H. KELLY; ALLISION,12/2/2007,4/16/2009,106
3114248,UTV EDNA T GATTLE/Allision/MM 40 Atchafalaya River,12/12/2007,4/16/2009,106
3114991,M/V NADINE BAKER - Allision,12/12/2007,4/16/2009,107
3117562,M/V Frank Stegbauger allision Pekin RR bridge.,12/14/2007,2/26/2010,107
3117587,M/V ALGONORTH bridge allision,12/14/2007,6/18/2010,107
3118305,Allision - M/V DAVID K WILSON & CSX R/R Bridge,12/18/2007,4/16/2009,107
3119381,Tug EDNA allision w/ Beverly Rail bridge,12/21/2007,4/30/2010,107
3119567,HUGH C BLASKE / ALLISION,12/17/2007,6/18/2010,107
3121072,MS Breakaway (12/24/2007 11,12/24/2007,4/30/2010,107
3121074,"MV David L. Griggs, Allision, (F/B SCF 24107)",12/22/2007,4/16/2009,107
3121700,ALLISION - JAMES E. PHILPOT - GALV CAUSEWAY,12/23/2007,4/16/2009,107
3123803,PM-1 BARGE; FIRE,12/16/2007,5/4/2010,107
3124161,JAMES H HUNTER /ALLISION,12/31/2007,12/11/2009,108
3124357,M/V CODY BOYD allision,11/14/2007,4/14/2009,108
3125872,UTV RAY ECKSTEIN/Allision/Bayou Sorrel Bridge,12/30/2007,4/16/2009,108
3128282,M/V Cooperative Ambassador-Allision(F/B TCB 482),1/10/2008,6/21/2010,108
3128466,TUG PACIFIC WOLF & BARGE CASCADES; Allision,1/10/2008,6/21/2010,108
3130274,Allision-M/V Sarah Elizabeth(F/B SCNO 8122),1/12/2008,6/23/2010,108
3130792,UTV MEGAN E. DUPRE/ALLISION/CHD,1/5/2008,2/12/2008,108
3130807,"M/V Susan L. Stall, allision (Pekin RR Bridge)",1/14/2008,9/15/2010,108
3131773,TUG TRIG LIND & BARGE SJ-144; Allision,1/16/2008,6/25/2010,108
3132181,"M/V J. M. Eckstein, allision, Pekin RR & MGP Dock",1/16/2008,6/28/2010,108
3133107,CSS ATLANTA - Bridge Allision,1/19/2008,6/30/2010,109
3134092,"M/V Sarah Elizabeth, Allision, Pekin RR Bridge",1/20/2008,6/30/2010,109
3134124,MS Allision (01/03/2008 8,1/3/2008,6/24/2010,109
3134126,"M/V Bryan O'Daniels, Allision (T/B FMT 3044)",1/18/2008,6/30/2010,109
3134153,HARRY R JACOBSON /ALLISION,1/19/2008,6/30/2010,109
3134166,M/V MAGGIE B. YAGER - Allision,1/21/2008,6/30/2010,109
3135754,M/V SWAN                                  ALLISION,1/24/2008,7/1/2010,109
3136282,M/V EILLEEN C allision,1/5/2008,2/12/2008,109
3138204,MS Allision (01/28/2008 7,1/28/2008,7/1/2010,109
3139152,LF 502 /BREAKAWAY,1/29/2008,7/1/2010,109
3139561,M/V HARVEY SBISA/Allision/Destin,1/30/2008,7/1/2010,110
3141269,Death of crewmember onboard UTV CENTURION,1/31/2008,8/22/2008,110
3142133,M/V YOCONA/Allision/N&S Decatur Drawbridge,1/30/2008,7/2/2010,110
3142265,ELLY LANE /ALLISION,1/30/2008,7/2/2010,110
3143230,MC-SPV SUNCRUZ VII/CFV DOLPHIN 1-Collision,2/6/2008,7/2/2010,110
3144098,Allision UTV SARAH HUNTER/Southern Railroad Bridge,2/8/2008,7/2/2010,110
3144168,JOE BOBZIEN /ALLISION,2/7/2008,7/2/2010,110
3145699,UTV AJAX/KIRBY 30006/allision/Galv. Causeway RR,2/10/2008,7/2/2010,110
3145817,UTV PATRICIA/loss of propusion/Galv. RR Bridge,2/8/2008,5/3/2010,110
3147613,UTV ROBERT BURTON                        GROUNDING,2/14/2008,7/2/2010,110
3147765,M/V WILLIAMSBURG BRIDGE; Equipment Failure,2/13/2008,7/6/2010,111
3148080,MC Allision UTV CITY OF GREENWOOD,2/14/2008,9/16/2009,111
3148272,010 HUN 08/MV CAPT BILL STEWART/MCS,2/14/2008,7/2/2010,111
3149687,"M/V Carol Brent, allision (T/B Kirby 21853)",2/15/2008,7/6/2010,111
3149983,UTV AL CENAC/Allision/MM 107 Atchafalaya River,2/19/2008,7/7/2010,111
3150504,"14HUN08, M/V Dale Cathroll, Allision, MCS",2/19/2008,7/7/2010,111
3151798,M/V ELEANOR - Allision,2/11/2008,7/6/2010,111
3151871,M/V QUEEN CITY - Allision,2/16/2008,7/7/2010,111
3153367,M/V THERESA L. WOODS - Allision,2/20/2008,7/7/2010,111
3153709,MC-SPV SUNCRUZ VII-Allision,2/24/2008,7/7/2010,111
3154451,CHARLES B BOONE/ALLISION/PELICAN BRIDGE,2/23/2008,7/7/2010,112
3154494,M/V BOB KOCH allision,2/6/2008,7/6/2010,112
3154868,M/V Thruston B. Morton-Allision (F/B ACL 9724B),2/26/2008,9/15/2010,112
3155455,M/V Donna Rushing-Allision(F/B MEM 1852),2/28/2008,9/15/2010,112
3155757,"M/V Dru Lirette,  Allision (Pekin RR Bridge)",2/28/2008,2/12/2010,112
3156350,Allision,3/1/2008,7/9/2010,112
3156995,M/V INDRA                                 ALLISION,2/29/2008,5/13/2010,112
3158298,TUG JOHN PAUL/ALLISION/NEW LONDON AMTRAK RR BRDG,3/4/2008,7/9/2010,112
3158301,Allision/M/V L.B. EDGIN/Nashville-Louisville Bridg,3/4/2008,7/9/2010,112
3158727,PIACHI; ALLISION,2/24/2008,7/8/2010,112
3158758,TOMBIGBEE; ALLISION,2/27/2008,7/8/2010,113
3158908,TANK BARGE I-50                           ALLISION,3/5/2008,7/9/2010,113
3160144,GERARD Allision,3/7/2008,11/9/2022,113
3160927,M/V ANDREW CANNAVA (Allision),3/9/2008,7/9/2010,113
3161687,M/V JAMIE LEIGH (Allision),3/9/2008,7/9/2010,113
3163222,M/V RIALTO BRIDGE,3/12/2008,7/9/2010,113
3164808,RACHELLE MARIE; ALLISION,3/10/2008,7/9/2010,113
3165501,UTV EDNA T. GATTLE/Allision/Atchafalaya R. MM 28.5,3/16/2008,7/12/2010,113
3165940,JERRY TINKEY /ALLISION,3/15/2008,7/9/2010,113
3166379,CAPT. GEORGE/allision/Galv. Causeway Bridge,3/16/2008,7/12/2010,113
3166909,UTV DALE CATHORALL / I-155 BRIDGE / allision,3/16/2008,10/3/2012,114
3167394,MC-SPV HORIZON'S EDGE-Allision,3/18/2008,7/12/2010,114
3168473,Charlie Newton- (Loss of Power and Allision),3/20/2008,2/26/2010,114
3168558,MS Allision (03/19/2008 6,3/19/2008,7/12/2010,114
3169130,BILL CARNEAL Allision,3/20/2008,2/4/2010,114
3170866,Allision - M/V DAVID K WILSON & CSX R/R Bridge,3/24/2008,7/12/2010,114
3170967,MELVIN L. KING; ALLISION,3/8/2008,7/10/2010,114
3171108,"31HUN08, M/V Darin Adrian, Allision, MCS",3/5/2008,11/17/2008,114
3171228,MS Allision M/V GEORGE KING,3/22/2008,7/12/2010,114
3172008,SMI - UTV KEITH DARLING; Allision,3/26/2008,7/14/2010,114
3172014,MC-CFV Melissa Marie-Allision,3/26/2008,7/14/2010,115
3172138,"029HUN08, Jefferey A. Raike/AEP 192, Allision, WJD",3/13/2008,6/25/2008,115
3172949,Allision,3/24/2008,7/14/2010,115
3174512,UTV TALLAPOOSA; ALLISION,3/30/2008,10/3/2012,115
3174550,MS Allision (03/28/2008 3,3/28/2008,7/14/2010,115
3175192,"UTV RAY A ECKSTEIN; bridge allision, breakaway",4/1/2008,9/30/2008,115
3176729,"UTV RENEE T WHATLEY; Bridge allision, breakaway",4/2/2008,7/16/2010,115
3176807,"30HUN08, M/V Gate City, Allision, WJD",3/5/2008,7/10/2010,115
3176822,Thruston B Morton (ACBL3152) allision Pekin RR Br.,3/29/2008,7/15/2010,115
3176892,TUG TIM QUIGG; allission with bridge,3/31/2008,7/15/2010,115
3177152,SKIP JACK; ALLISION,3/26/2008,7/15/2010,116
3178036,"UTV ROBERT E. FRANE; Bridge allision, breakaway",4/5/2008,7/16/2010,116
3178071,ALLISION - M/V AMY FRANCES/Ft Loudon RR Bridge,4/5/2008,7/16/2010,116
3178900,UTV Erna E. Honeycutt-F/B ING 5778)       ALLISION,4/5/2008,3/9/2011,116
3178901,UTV Tom Behringer-(F/B JCS 4B)            ALLISION,4/3/2008,3/9/2011,116
3178923,UTV CINDY CELESTE; Bridge allision; breakaway,4/6/2008,7/16/2010,116
3178924,UTV W T Toutont (F/B ACBL 3086)           ALLISION,4/2/2008,3/9/2011,116
3178973,Grounding - Tug Fort Pike and Barge Potomac,4/2/2008,2/22/2010,116
3180428,UTV SHELBY JEAN/Pendelton Bridge Allision,3/28/2008,7/15/2010,116
3181990,MC-SPV Horizon's Edge-Allision,4/10/2008,7/19/2010,116
3182246,BUTCH; ALLISION,3/28/2008,7/15/2010,117
3182291,UTV JANE ANN BLESSEY                      ALLISION,4/9/2008,7/19/2010,117
3182333,KIRBY 30743-SUNSHINE BRIDGE/ALLISION/MM 167,4/11/2008,7/19/2010,117
3182393,UTV R. CLAYTON MCWHORTER                  ALLISION,4/11/2008,3/7/2014,117
3182631,M/V GEORGE KING - Allision w/ HWY 41 Bridge,4/10/2008,7/19/2010,117
3184020,M/V CSCL NINGBO breakaway,4/13/2008,7/19/2010,117
3184594,Barges Breakaway- Johnston's Terminal,4/14/2008,7/19/2010,117
3184797,UTV JANE G HUFFMAN/ Burlington R/R Bridge Allision,4/14/2008,10/26/2011,117
3184802,QUEEN CITY Allision (04/15/2008 5,4/15/2008,12/7/2011,117
3188813,"039HUN08, MV NELSON LEWIS, Allision, PGE",3/14/2008,7/10/2010,117
3188814,UTV JENNIE K                              Allision,4/18/2008,3/9/2011,118
3188882,UTV JENNIE K allision Subula RR Bridge,4/20/2008,3/10/2011,118
3188931,UTV BILL BARRY           Allision Sabula RR Bridge,4/20/2008,3/9/2011,118
3192321,UTV Gauntlet - Equipment Failure,4/16/2008,4/28/2010,118
3194028,M/V TOM BEHRINGER Allision (04/26/2008 2,4/26/2008,10/26/2011,118
3194094,Allision - Tug & Barge Heidi E. Roehrig,4/21/2008,7/20/2010,118
3194525,MS Allision/ UTV Miss Janice/ ATCH River MM 29.6,7/19/2007,2/19/2010,118
3195183,UTV LONNIE T/LF 142 B/allsision/Galv. RR bridge,4/27/2008,7/20/2010,118
3195235,"SMI - UTV ROBERT M. STOUT, Allision",4/28/2008,9/23/2009,118
3197121,M/V ALGORAIL Allision w/Flats Industrial RR Bridge,4/18/2008,12/15/2011,118
3199951,MATTESON FLEETING                        BREAKAWAY,5/1/2008,10/16/2009,119
3202836,MS Allision Cooperative Venture/Louisana RR bridge,5/8/2008,7/23/2010,119
3204446,M/V JINCY bridge allision,5/11/2008,7/23/2010,119
3204463,MS Allision (05/01/2008 2,5/1/2008,7/23/2010,119
3204540,CHRISTOPHER M PARSONAGE / ALLISION,5/12/2008,7/23/2010,119
3210823,M/V JINCY Bridge Allison,5/19/2008,7/28/2010,119
3210860,James Bukey                              Allision,5/12/2008,3/9/2011,119
3213936,Tug FATCAT & DUTRA Barge # 24; Allision,5/22/2008,12/31/2009,119
3219157,FREIGHT BARGE HONEYWELL A-5-8             ALLISION,5/14/2008,7/23/2010,119
3219376,UTV KEVIN CONWAY                          ALLISION,5/22/2008,10/3/2012,119
3222364,FREIGHT BARGE BILL JR.                    ALLISION,5/30/2008,7/28/2010,120
3222556,P/V Columbia Queen - Partial Loss of Propulsion,5/28/2008,7/28/2010,120
3225006,UTV LIME ROCK/KIRBY 28313/allision/Galv. RR Bridge,5/31/2008,7/28/2010,120
3226156,Coral Dawn                                Allision,6/2/2008,3/9/2011,120
3227900,COSETTE/ALLISION/FORE RIVER BRIDGE,6/3/2008,7/29/2010,120
3228044,MS Allision (06/04/2008 3,6/3/2008,7/29/2010,120
3228670,TUG WILLIAM R; Allision w/ Miller-Sweeney Bridge,6/6/2008,7/29/2010,120
3231770,MV WILLIAMSBURG BRIDGE,6/7/2008,7/29/2010,120
3234751,UTV RAYMOND GRANT ECKSTEIN                ALLISION,6/10/2008,3/7/2014,120
3235040,NORTHWIND- Allision W. Port Arthur Br. S. fender,6/11/2008,7/30/2010,120
3235836,056HUN08 M/V DARIN ADRIAN/Allision PGE,6/6/2008,7/30/2010,121
3238700,TCP 6B AND VLB 9167                      BREAKAWAY,6/15/2008,7/30/2010,121
3240420,Fisher Haydon bridge allision,5/14/2008,7/26/2010,121
3245310,UTV WAYNE P. LAGRANGE                     ALLISION,5/25/2008,2/26/2010,121
3246355,ART 44053   Breakaway/allsion with McKinley Bridge,6/23/2008,2/26/2010,121
3249479,RAY GEE/Allision/JCH,6/14/2008,8/1/2010,121
3252725,UTV STARFIRE                              ALLISION,6/27/2008,2/26/2010,121
3254542,PASCAGOULA; EQUIPMENT FAILURE,6/19/2008,7/20/2010,121
3254902,M/V SUSAN ELIZABETH                       ALLISION,7/1/2008,8/10/2010,121
3260595,Capt Ralph/CFV/ Allision,7/3/2008,8/10/2010,121
3261777,GLASS BOTTOM BOAT/Allision/Destin,6/5/2008,8/1/2010,122
3261879,UTV CITY OF NEW ORLEANS/Allision/Melville Bridge,7/6/2008,8/10/2010,122
3268399,UTV EDMUND L                              ALLISION,7/14/2008,2/24/2010,122
3268636,Bridge Allision,3/13/2008,7/10/2010,122
3268829,Break away/Allision (07/05/2008 1,7/5/2008,8/10/2010,122
3270900,CURTIS MOORE /ALLISION,7/14/2008,8/13/2010,122
3274725,Allision M/V WAYNE C pushing crane hits bridge,7/18/2008,8/17/2010,122
3275471,M/V Algowood/allision/phillips,7/21/2008,8/17/2010,122
3277084,Tug Z-THREE/Bridge Allision/Commodore Heim,6/21/2008,8/9/2010,122
3282133,FREIGHT BARGE TI 3692                     ALLISION,7/25/2008,2/26/2010,122
3284461,MC Allision UTV CITY OF NATCHEZ,7/29/2008,8/17/2010,123
3284984,UTV JUDI                                 BREAKAWAY,7/30/2008,2/26/2010,123
3293348,VINCENT THOMAS BRIDGE           PERSONNEL CASUALTY,8/8/2008,10/9/2008,123
3298096,ALLISION- COLUMBIA NORFOLK W/ BRIGHTMAN ST BRIDGE,8/7/2008,10/14/2008,123
3302949,MV Manistee - Allision,8/4/2008,3/7/2014,123
3303989,Barge Houston/Bridge Allision/Atch. River MM 5,7/17/2008,8/18/2010,123
3304100,"Ruby M, Energy 6505 / Allision Casco Bay Bridge",8/20/2008,11/12/2008,123
3304826,M/V QUEEN OF THE WEST - Allision,8/18/2008,8/11/2009,123
3310082,UTV BOB STITH (T/B Chem 131)              ALLISION,8/27/2008,8/23/2010,123
3312236,M/V ROBERT C LOEDDING -  Barge/Hull Fracture,8/27/2008,6/30/2010,123
3316028,RICHMOND                                  ALLISION,8/29/2008,8/23/2010,124
3316871,UTV L. J. SULLIVAN                        ALLISION,8/30/2008,12/1/2009,124
3318333,MS Allision/ KRISTIAN D II/ CAUSEWAY BRIDGE,9/4/2008,8/28/2010,124
3318470,MC-UTV FL4435HX-Allision,9/5/2008,8/25/2009,124
3321274,UTV MISS ABBY/Allision/MM 30 Atchafalaya River,9/9/2008,10/2/2008,124
3322653,MS Allision - Tug Jack Newman v Wappoo Bridge,9/10/2008,11/5/2008,124
3323991,ALLISION/ HWY 83 BRIDGE/ N HOBSON WHELESS,9/13/2008,4/29/2009,124
3325233,M/V ALGORAIL Bridge Allision,9/14/2008,4/29/2009,124
