
3176729,TERRAL RIVERSERVICE INC,"10100 HIGHWAY 65 SOUTH   
 

LAKE PROVIDENCE, LA 71254
 US",Primary Place of Business,Subject of Investigation
3176892,"MILLENNIUM Maritime, Inc.","300 East Water St
Wilmington, CA 90744
 US",Primary,Other
3178036,MARQUETTE TRANSPORTATION COMPANY INC,"150 BALLARD CIRCLE
Paducah, KY 42001
 US",Primary Place of Business,Subject of Investigation
3178071,MAGNOLIA MARINE TRANSPORT COMPANY,"2829 LAKELAND DR STE 2000 
PO BOX 1308
JACKSON, MS 39215-1308
 US",Primary Place of Business,Subject of Investigation
3178071,Sector Ohio Valley,,,Other
3178973,CHESAPEAKE MARINE PARTNERSHIP,"938 QUARRY RD            
 

HAVRE DE GRACE, MD 21078
",Primary Place of Business,Other
3178973,NASHVILLE BRIDGE COMPANY,"1050 NASHVILLE BRIDGE RD.
 

ASHLAND CITY, TN 37015
 US",Primary Place of Business,Other
3178973,SALISBURY TOWING CORP,"808 LIVE OAK DRIVE       
SUITE 111                

CHESAPEAKE, VA 23320
",Primary Place of Business,Other
3182333,"COASTAL TOWING, INC.","COASTAL TOWING INC.
8401 WEST MONROE RD.     
 

HOUSTON, TX 77061
 US",Primary Place of Business,Other
3182333,"COASTAL TOWING, INC.","COASTAL TOWING INC.
8401 WEST MONROE RD.     
 

HOUSTON, TX 77061
 US",Primary Place of Business,Other
3182333,D & S MARINE SERVICES LLC,"105 A West Woodlawn Ranch Road
Houma, LA 70363
 US",Primary Place of Business,Subject of Investigation
3182333,KIRBY INLAND MARINE INC.,"16402 1/2 DEZAVALA
CHANNELVIEW, TX 77530
 US",Mailing,Other
3182333,KIRBY INLAND MARINE LP,"16402 1/2 DE ZAVALA
CHANNELVIEW, TX 77530
 US",COI,Other
3182333,KIRBY INLAND MARINE LP,"16402 1/2 DE ZAVALA
CHANNELVIEW, TX 77530
 US",Primary,Other
3182333,"KIRBY INLAND MARINE, LP","16402 1/2 DEZAVALA RD.
CHANNELVIEW, TX 77530
 US",Primary Place of Business,Other
3182333,TAIRA LYNN MARINE LIMITED NO 7 LLC,"105-A WEST WOODLAWN RANCH RD
Houma, LA 70363
 US",Primary Place of Business,Other
3182393,INGRAM BARGE COMPANY,"4400 HARDING ROAD     
 

Nashville, TN 37205
 US",Primary Place of Business,Subject of Investigation
3182631,BLUEGRASS MARINE,"150 Ballard Circle
Paducah, KY 42001
 US",Mailing,Other
3182631,MARQUETTE TRANSPORTATION COMPANY LLC,"150 BALLARD CIRCLE
PADUCAH, KY 42001
 US",Primary Place of Business,Other
3184020,SEASPAN CORPORATION,"UNIT 2, 7/F, BUPA CENTRE, 
14 CONNAUGHT RD. WEST.
HONG KONG,  
Hong Kong CN",Primary Place of Business,Subject of Investigation
3184594,JOHNSTON TERMINAL,"JOHNSON TERMINAL         
ROUTE 6, PORT #50        

MUSKOGEE, OK 74401
",Primary Place of Business,Subject of Investigation
3188813,BLUEGRASS MARINE,"150 Ballard Circle
Paducah, KY 42001
 US",Mailing,Subject of Investigation
3188813,WEST VIRGINIA DOT,"1900 KANAWHA BLVD. EAST  
BLDG. FIVE - RM. 109     

CHARLESTON,, WV 25305-0430
",Primary Place of Business,Other
3188882,BUNGE CORP,"127 S POPLAR             
P O BOX 918              

GREENVILLE, MS 48701
",Primary Place of Business,Other
3194028,AMERICAN COMMERCIAL BARGE LINE COMPANY,"P.O. BOX 610             
1701 EAST MARKET ST.     

JEFFERSONVILLE, IN 47131-0610
",Primary Place of Business,Other
3194525,GENESIS TOWING CORP.,"779 HICKORY AVE.         

HARAHAN, LA 70123
",Primary Place of Business,Subject of Investigation
3197121,EUTHENICS INC.- Consulting Engineers,"8235 Mohawk Drive
Strongsville, OH 44136-1795
 US",Primary,Other
3197121,FLATS INDUSTRIAL Railroad Bridge,"1757 Columbus Rd
Cleveland, OH 44113
 US",Work,Subject of Investigation
3197121,GREAT LAKES TOWING COMPANY,"4500 DIVISION AVE
Cleveland, OH 44102-2228
 US",Primary Place of Business,Other
3197121,"MATRIX ENGINEERING,  INC., Marine and Coastal Engineers","Consulting Engineers
12815 Detriot Ave.
Lakewood, OH 44107
 US",Primary,Other
3197121,"TOMPKINS,CLOUGH,HIRSHON&LANGER,PA","Three Canal Plaza
PO BOX 15060
Portland, ME 04112-5060
 US",Attorney,Other
3204540,"West Kentucky Drug & Alcohol Screen, INC.","1700 Kentucky Ave, Suite 114

Paducah, KY 42001
 US",Primary,Other
3213936,DUTRA GROUP,"1000 PT SAN PEDRO RD
SAN RAPHEL, CA 94901
 US",Primary,Subject of Investigation
3213936,Global Drug & Alcohol Testing,"580 Grand Ave
Oakland, CA 94611
 US",Primary,Other
3213936,"MEDTOX LABORATORIES, INC.","402 W. Country Rd. D
St. Paul, MN 55112
 US",Primary Place of Business,Other
3213936,WESTAR MARINE SERVICES,"PIER 50 - SHED C
SAN FRANCISCO, CA 94107
 US",Primary Place of Business,Subject of Investigation
3222364,HORNE BROTHERS INC VA,"2408 HARBOR RD           

NEWPORT NEWS, VA 23607
",Primary Place of Business,Other
3222364,SEAWARD MARINE CORPORATION,"508-A EAST INDIAN RIVER RD
Norfolk, VA 23523
 US",Primary Place of Business,Subject of Investigation
3228670,FOSS MARITIME,"1316 CANAL BLVD          
 

RICHMOND, CA 94804
",Primary Place of Business,Subject of Investigation
3231770,NORTHSTAR SHIP MANAGEMENT LTD,"20/F Chinaweal Centre 414-424
Jaffe Road
WANCHAI,  
 HK",Primary Place of Business,Subject of Investigation
3238700,"AMERICAN COMMERCIAL LINES, LLC","P.O. BOX 610

JEFFERSONVILLE, IN 47131-0610
 US",Primary,Subject of Investigation
3238700,BEELMAN RIVER TERMINAL,"BEELMAN RIVER TERMINAL   
#1 NORTH MARKET ST.      

ST LOUIS, MO 63102
",Primary Place of Business,Subject of Investigation
3240420,GREAT LAKES DOCK & MATERIALS LLC,"559 E WESTERN AVE

MUSKEGON, MI 49442
 US",Primary Place of Business,Subject of Investigation
3240420,GREAT LAKES DOCK & MATERIALS LLC,"559 E WESTERN AVE

MUSKEGON, MI 49442
 US",Primary Place of Business,Subject of Investigation
3246355,LANGE STEGMANN,"ONE ANGELICA ST.         
 

ST. LOUIS, MO 63147
",Primary Place of Business,Subject of Investigation
3254542,WARRIOR & GULF NAVIGATION Co.,"P.O. BOX 11397           
 

CHICKASAW, AL 36671-0397
",Primary Place of Business,Other
3268829,MIDWEST GRAIN & BARGE COMPANY,"4868 NASH ROAD           
PO BOX 1717             

CAPE GIRARDEAU, MO 63702
 US",Primary Place of Business,Subject of Investigation
3270900,WEST KY DRUG SCREEN,"1700 KY AVE, SUITE 114
PADUCAH, KY 42001
 US",Primary,Other
3274725,AQUARIUS MARINE INC,"800 ELM ST               
 

LUDLOW, KY 41016
 US",Primary Place of Business,Subject of Investigation
3274725,GREATER CINCINNATI MARINE LLC,"421 MONMOUTH STREET SUITE 100
PO BOX 72160   

Newport, KY 41072-0160
 US",Primary Place of Business,Subject of Investigation
3277084,HARLEY MARINE SERVICES,"401 Canal Street
Wilmington, CA 90744
 US",Primary Place of Business,Other
3302949,GRAND RIVER NAVIGATION CO INC,"515 MOORE ROAD STE 2
AVON LAKE, OH 44012
 US",Mailing,Subject of Investigation
3303989,BOMAC CONTRACTORS INC.,"P.O. Box 5386
Beaumont, TX 77707
Jefferson US",Primary Place of Business,Subject of Investigation
3303989,CENTURY TOWING CO INC LA,"P O BOX 51554            

LAFAYETTE, LA 70501
",Primary Place of Business,Subject of Investigation
3303989,TIGER TUGZ LLC,"100 BELANGER STREET (MORGAN CITY)
PO BOX 318
Berwick, LA 70342
 US",Primary Place of Business,Subject of Investigation
3304826,AMERICAN WEST STEAMBOAT COMPANY (d.b.a. Majestic America Line),"c/o V. Ships Leisure, USA
(Ship Manager)
1101 Brickell Ave, Suite 1500
Miami, FL 33131
 US",Primary,Subject of Investigation
3304826,Q.W. BOAT CO. LLC,"830 NW 19TH AVENUE       
 

PORTLAND, OR 97209
",Primary Place of Business,Subject of Investigation
3323991,PARKER DRILLING OFFSHORE CORP,"1110 UNIFAB RD           
 

NEW IBERIA, LA 70560
",Primary Place of Business,Subject of Investigation
3325240,"FIRST RESPONSE CONSTRUCTION, LLC","9441 HWY 78W
#2
Ochochobee, FL 34974
 US",Primary,Subject of Investigation
3325455,INGRAM TOWING COMPANY,"2011 ENGINEERS ROAD      
 

BELLE CHASSE, LA 70037
",Primary Place of Business,Subject of Investigation
3325455,INGRAM TOWING COMPANY,"2011 ENGINEERS ROAD      
 

BELLE CHASSE, LA 70037
",Primary Place of Business,Subject of Investigation
3325455,MARQUETTE TRANSPORTATION COMPANY  INC,"150 BALLARD CIRCLE

Paducah, KY 42001
 US",Primary Place of Business,Subject of Investigation
3325455,THE FIFTH THIRD LEASING COMPANY,"4540 CLARKS RIVER ROAD
PADUCAH, KY 42002
 US",Primary Place of Business,Subject of Investigation
3330766,EVANSVILLE MARINE SERVICE,"POB 33
Owensboro, KY 42302
United States US",Primary,Subject of Investigation
3340062,WEEKS MARINE INC,"4 COMMERCE DRIVE
CRANFORD, NJ 07016
 US",Primary Place of Business,Subject of Investigation
3349457,TERRAL RIVERSERVICE INC,"10100 HIGHWAY 65 SOUTH
LAKE PROVIDENCE, LA 71254
 US",Primary Place of Business,Subject of Investigation
3356294,MORAN TOWING CORPORATION,"50 LOCUST AVENUE
New Canaan, CT 06840
 US",Primary Place of Business,Subject of Investigation
3356294,TURECAMO MARITIME INC,"ATTN: MORAN TOWING CORP  
TWO GREENWICH PLAZA      

GREENWICH, CT 06830-6395
",Primary Place of Business,Subject of Investigation
3360814,CSX TRANSPORTATION,"3000 SEABOARD DRIVE
NASHVILLE, TN 37211
USA US",Mailing,Other
3360814,MAGNOLIA MARINE TRANSPORT COMPANY,"P.O. Box 308

Vicksburg, MS 39181
 US",Mailing,Other
3362634,SAVANNAH MARINE SERVICES,"838 BELVOIR TERRACE
CHATTANOOGA, TN 37412
 US",Primary Place of Business,Subject of Investigation
3362634,SMITH MARINE SERVICES INC,"P O BOX 317              

BERWICK, LA 70342
",Primary Place of Business,Subject of Investigation
3363132,"FLATIRON CONSTRUCTION, INC.","5959 CENTRAL AVENUE
SUITE 204
ST. PETERSBURG, FL 33710
 US",Primary Place of Business,Subject of Investigation
3365574,"DAWN SERVICES, L.L.C.","P.O. Box 492
Greta, LA 70054
 US",Work,Subject of Investigation
3365574,GREAT LAKES DOCK & DREDGE COMPANY,"2122 YORK ROAD
OAKBROOK, IL 60523
 US",Primary Place of Business,Subject of Investigation
3369064,AQUA LEASING LLC,"3813 WEYMOUTH WOODS DR
Medina, OH 44256
 US",Primary Place of Business,Subject of Investigation
3369064,"SKIPPERLINER IND, INC","3222 COMMERCE STREET     
 

LACROSSE, WI 54601
 US",Primary Place of Business,Subject of Investigation
3371791,UNIVERSAL NAVIGATION,"20 FEDERICO BOYD & 51 ST
CITY OF PANAMA,  
 PA",Primary Place of Business,Subject of Investigation
3378098,CORAL MARINE SERVICES INC,"607 FORD INDUSTRIAL RD (AMELIA LA)
PO BOX 3561
Morgan City, LA 70381
 US",Primary Place of Business,Subject of Investigation
3385929,GRAND RIVER NAVIGATION COMPANY INC.,"515 MOORE RD STE 2

AVON LAKE, OH 44012
 US",Mailing,Subject of Investigation
3386357,GRAND RIVER NAVIGATION COMPANY INC,"515 MOORE RD STE 2
 

Avon Lake, OH 44012
 US",Primary Place of Business,Subject of Investigation
3397216,BURLINGTON NORTHERN RAILROAD@,"2000 FIC BUILDING        
999 THIRD AVENUE         

SEATTLE, WA 98104-1105
",Primary Place of Business,Subject of Investigation
3397216,STAR MARINE INC,"7750 NE BERGMAN ROAD        
           

Bainbridge Island, WA 98110
 US",Primary Place of Business,Other
3397493,INGRAM BARGE,"4400 Harding Rd
Nashville, TN 37205
 US",Mailing,Subject of Investigation
3401490,WESTERN TOWBOAT CO,"617 NW 40TH ST

SEATTLE, WA 98107
USA US",Primary,Subject of Investigation
3403926,A.M. NOMIKOS TRANSWORLD MARITIME AGENCIES S.A.,"1 ALAMANAS STR, 151 25 MAROUSSI, ATHENS
,  
 GR",Primary,Other
3412528,AMERICAN RIVER TRANSPORTATION CO,"4528 S BROADWAY 
 PO BOX 2889
ST LOUIS, MO 63111
 US",Primary Place of Business,Other
3412733,AEP RIVER OPERATIONS LLC,"16150 MAIN CIRCLE DRIVE SUITE 400
Chesterfield, MO 63017
 US",Primary Place of Business,Subject of Investigation
3422343,CROUNSE CORPORATION,"400 MARINE WAY        
       

Paducah, KY 42003
 US",Primary Place of Business,Other
3431568,MARYLAND MARINE INC,"1980 POST OAK BLVD STE 1101 
 

HOUSTON, TX 77056
 US",Primary Place of Business,Subject of Investigation
3432925,GELCRIS MARITIME TRANSPORTATION INC.,"2109 HERBERTSVILLE ROAD
Pt Pleasant, NJ 08742
 US",Primary Place of Business,Subject of Investigation
3434153,INLAND DREDGING COMPANY LLC,"103 KING AVE.
P O BOX 1189              

Dyersburg, TN 38025-1189
 US",Primary Place of Business,Subject of Investigation
3434179,AMERICAN COMMERCIAL LINES LLC,"1701 EAST MARKET STREET  
P O BOX 610              

Jeffersonville, IN 47131-0610
 US",Primary Place of Business,Other
3436250,AMERICAN RIVER TRANSPORTATION CO.,"4528 SOUTH BROADWAY      

ST. LOUIS, MO 63111-1301
 US",Primary Place of Business,Other
3437318,REBCO TOWING CO TN,"614 CHATELET LN          

MANCHESTER, MO 63011
",Primary Place of Business,Other
3449505,WEST KY DRUG SCREEN,"1700 KY AVE, SUITE 114
PADUCAH, KY 42001
 US",Primary,Other
3451560,INGRAM BARGE COMPANY,"4400 HARDING ROAD     
 

Nashville, TN 37205
 US",Primary Place of Business,Subject of Investigation
3453767,INLAND MARINE SERVICE,"1720 Petersburg Rd        
PO BOX 598               

HEBRON, KY 41048
 US",Primary Place of Business,Other
3471440,MILLER'S TUG & BARGE INC,"PIER 7  1/2
Staten Island, NY 10301
 US",Primary Place of Business,Subject of Investigation
3482143,TRINITY MARINE PRODUCTS INC,"1050 TRINITY ROAD        
 

ASHLAND CITY, TN 37015
 US",Primary Place of Business,Subject of Investigation
3487640,"Atlantic Subsea, Inc.","PO Box 714
Bridgeport, NJ  08014",,Subject of Investigation
3496389,INCHCAPE SHIPPING SERVICES,"113 Arendell Street
Maritime BLDG, Suite 222
Morehead City, NC 28557
 US",Mailing,Other
3496389,"OVERSEAS MARINE SERVICES, NEW YORK","805 3RD AVE
NEW YORK, NY 10022
 US",Mailing,Subject of Investigation
3496389,PCS (BARBADOS) SHIPPING LTD,"P.O. Box No. 1352
JAMES FORT BUILDING      
HINCKS STREET
BRIDGETOWN,  W 1
BARBADOS BB",Primary Place of Business,Subject of Investigation
3496389,POLISH STEAMSHIP COMPANY,"PL RODLA              

SZCZECIN,  70-419
 PL",Primary Place of Business,Subject of Investigation
3498183,NOWCARE AT MORAN TOWING,,,Other
3500279,AMTRACK,"PENN STATION             
1500 N. CHARLES ST.      
ROOM #220
BALTIMORE, MD 21201
",Primary Place of Business,Subject of Investigation
3500279,KOSNAC FLOATING DERRICK CORP,"65 CHURCHILL AVENUE
P O BOX  90065
Staten Island, NY 10309-0065
 US",Primary Place of Business,Subject of Investigation
3500279,"WEEKS MARINE, INC.","4 COMMERCE DRIVE
CRANFORD, NJ 07016
 US",Primary Place of Business,Subject of Investigation
3505408,KIRBY INLAND MARINE,"55 WAUGH DRIVE SUITE 1000

HOUSTON, TX 77007
 US",Primary,Subject of Investigation
3505408,LYONDELL CHEMICAL COMPANY,"1221 McKinney St. Suite 700
Houston, TX 77010
 US",Mailing,Other
3505408,PITNEY BOWES CREDIT CORPORATION,"P.O. BOX 5151
SHELTON, CT 06484-7151
",Primary Place of Business,Other
3505408,"SABINE TRANSPORATION CO., INC.","C/O SABINE TRANS CO INC  
PO BOX 1528              

GROVES, TX 77619
",Primary Place of Business,Other
3508453,FLORIDA MARINE TRANSPORTERS INC,"2360 FIFTH STREET
MANDEVILLE, LA 70471
 US",Primary Place of Business,Subject of Investigation
3528753,R R DAWSON BRIDGE COMPANY LLC,"1999 RICHMOND ROAD STE 1 
PO BOX 28                

LEXINGTON, KY 40588-0028
",Primary Place of Business,Subject of Investigation
3535430,MAGNOLIA MARINE TRANSPORT CO,"P.O. BOX 308
VICKSBURG, MS 39181
 US",Mailing,Other
3537297,AEP RIVER OPERATIONS LLC,"16150 MAIN CIRCLE DRIVE SUITE 400
Chesterfield, MO 63017
 US",Primary Place of Business,Subject of Investigation
3537676,INGRAM BARGE,"4400 Harding Rd
Nashville, TN 37205
 US",Mailing,Other
3540353,GRAND RIVER NAVIGATION COMPANY INC.,"515 MOORE RD STE 2

AVON LAKE, OH 44012
 US",Mailing,Subject of Investigation
3542908,ISLAND TUG & BARGE CO,"3546 WEST MARGINAL WAY SW

Seattle, WA 98106
 US",Primary Place of Business,Subject of Investigation
3548275,METROPOLITAN MARINE TRANSP INC,"2415 RICHMOND RD         
 

STATEN ISLAND, NY 10306
 US",Primary Place of Business,Other
3548348,APL MARITIME LTD,"6901 ROCK LEDGE DRIVE
SUITE 200
BETHESDA, MD 20617
 US",Primary Place of Business,Subject of Investigation
3569559,Army Corp of Engineers,,,Other
3569559,"LMS SHIPMANAGEMENT, INC.","RSA OFFICE TOWER BULDING
11 NORTH WATER ST. SUITE 18290
MOBILE, AL 36602
 US",Primary Place of Business,Subject of Investigation
3569559,"MCALLISTER TOWING OF VIRGINIA, INC.","2600 WASHINGTON AVE.     
SUITE 100                

NEWPORT NEWS, VA 23607
",Primary Place of Business,Subject of Investigation
3570558,ALASKA MARINE LINES INC,"5615 WEST MARGINAL WAY SW  
P O BOX 24348 

Seattle, WA 98124
 US",Primary Place of Business,Subject of Investigation
3570744,ATLANTIC GULF TOWING LLC,"110 N CENTERVILLE TPKE

Chesapeake, VA 23320
 US",Primary Place of Business,Subject of Investigation
3579439,"MARQUETTE TRANSPORTATION COMPANY, INC.","2308 S. 4th Street
Paducah, KY 42001
 US",Primary,Other
3583144,"CHEATHAM, TN S/D",,,Other
3583200,SOUND MARINE CONST AND SALVAGE INC,"720 CLARENCE AVE
BRONX, NY 10465
 US",Primary,Subject of Investigation
3584860,SOUTHERN TOWING CO,"1874 THOMAS RD           
 

MEMPHIS, TN 38134
",Primary Place of Business,Other
3584952,CANTON MARINE TOWING CO INC,"1506 WYACONDA AVENUE        
 

Canton, MO 63435
 US",Primary Place of Business,Other
3584996,AMERICAN COMMERCIAL LINES LLC,"1701 EAST MARKET STREET
Jeffersonville, IN 47130
 US",Primary Place of Business,Subject of Investigation
3585011,KIRBY INLAND MARINE,"4400 HARDING ROAD
NASHVILLE, TN 37202
 US",Primary Place of Business,Subject of Investigation
3601483,GULF OCEANIC MARINE CONTR INC,"4039 HWY 24
PO BOX 99
Bourg, LA 70343-0099
 US",Primary Place of Business,Other
3601483,GULF OCEANIC MARINE CONTR INC,"4039 HWY 24
PO BOX 99
Bourg, LA 70343-0099
 US",Primary Place of Business,Other
3602215,GULF OCEANIC MARINE CONTR INC,"4039 HWY 24
PO BOX 99
Bourg, LA 70343-0099
 US",Primary Place of Business,Other
3602215,GULF OCEANIC MARINE CONTR INC,"4039 HWY 24
PO BOX 99
Bourg, LA 70343-0099
 US",Primary Place of Business,Other
3612099,MARQUETTE TRANSPORTATION COMPANY  INC,"150 BALLARD CIRCLE

Paducah, KY 42001
 US",Primary Place of Business,Other
3617351,WORTH CONTRACTING INC,"2112 JERNIGAN RD
JACKSONVILLE, FL 32207
 US",Primary,Subject of Investigation
3617362,NORFOLK TUG COMPANY,"151 SOUTH MAIN STREET
Norfolk, VA 23523
 US",Primary Place of Business,Subject of Investigation
3618367,LUHR BROS INC,"250 SAND BANK ROAD
PO BOX 50
COLUMBIA, IL 62236
 US",Primary Place of Business,Subject of Investigation
3618882,McLean Contracting Company,"100 Republic Road
Chesapeake, VA 23324
 US",Mailing,Subject of Investigation
3622730,BERTUCCI CONTRACTING COMPANY LLC,"7 RIVER ROAD
P O BOX 10582            

JEFFERSON, LA 70181
 US",Primary Place of Business,Other
3622730,DELTA TOWING LLC,"229 DEVELOPMENT STREET   
 

HOUMA, LA 70363
 US",Primary Place of Business,Subject of Investigation
3624933,COTTRELL CONTRACTING CORPORATION,"328 N BATTLEFIELD BLVD
CHESAPEAKE, VA 23320
 US",Primary Place of Business,Subject of Investigation
3631252,STATE OF LOUISIANA,"DEPT. OF TRANS. AND DEV.,  P.O.BOX 6297             

NEW ORLEANS, LA 70174
 US",Primary Place of Business,Subject of Investigation
3631352,AMERICAN COMMERCIAL LINES LLC,"1701 EAST MARKET STREET
PO BOX 610

Jeffersonville, IN 47131-0610
 US",Primary Place of Business,Other
3631352,MARQUETTE TRANSPORTATION COMPANY GULF-INLAND LLC,"5135 STOREY STREET
Harahan, LA 70123
 US",Work,Other
3632986,PKF-MARK III INC,"40 FROGTOWN ROAD
Ottsville, PA 18942
 US",Primary Place of Business,Subject of Investigation
3640293,MARQUETTE TRANSPORTATION COMPANY  INC,"150 BALLARD CIRCLE

Paducah, KY 42001
 US",Primary Place of Business,Other
3644851,American Commercial Lines,,,Other
3648242,"FIVE B'S, INC.","2425 LAKESIDE DR
PO BOX 480
Seabrook, TX 77586
 US",Primary Place of Business,Subject of Investigation
3648242,"FIVE B'S, INC.","2425 LAKESIDE DR
PO BOX 480
Seabrook, TX 77586
 US",Primary Place of Business,Subject of Investigation
3655873,MARTIN OPERATING PARTNERSHIP LP,"925 North Rose City Drive
Vidor, TX 77662
 US",Primary,Other
3656254,GREAT LAKES DREDGE &  DOCK COMPANY LLC,"MAINTENANCE ADMINISTRATOR
2122 YORK ROAD
Oak Brook, IL 60523-1981
 US",Primary Place of Business,Subject of Investigation
3658526,SCOTT BRIDGE COMPANY,"614 SECOND AVENUE
OPELIKA, AL 36801
 US",Mailing,Subject of Investigation
3660477,DOUBLE EAGLE MARINE LLC,"1304 TWENTY ARPENT ROAD
PO BOX 12808             

NEW IBERIA, LA 70562
 US",Primary Place of Business,Other
3660477,GARBER BROTHERS  INC,"5000 BELVIEW FRONT (BERWICK)
PO BOX 815               

MORGAN CITY, LA 70381
 US",Primary Place of Business,Other
3660477,LONE STAR CEMENT INC,"P O BOX 2016             

NORFOLK, VA 23501
",Primary Place of Business,Other
3660477,SPANIER MARINE CORP.,"P. O. BOX 378            
 

HARVEY, LA 70059
",Primary Place of Business,Other
3660524,DOUBLE EAGLE MARINE LLC,"1304 TWENTY ARPENT ROAD
PO BOX 12808             

NEW IBERIA, LA 70562
 US",Primary Place of Business,Other
3660524,GARBER BROTHERS  INC,"5000 BELVIEW FRONT (BERWICK)
PO BOX 815               

MORGAN CITY, LA 70381
 US",Primary Place of Business,Other
3660524,LONE STAR CEMENT INC,"P O BOX 2016             

NORFOLK, VA 23501
",Primary Place of Business,Other
3660524,SPANIER MARINE CORP.,"P. O. BOX 378            
 

HARVEY, LA 70059
",Primary Place of Business,Other
3660746,CHOATE EQUIPMENT INC,"14 FRANKLIN STREET
Salem, MA 01970
 US",Primary Place of Business,Subject of Investigation
3660746,MASS BAY TRANSPORTATION AUTHORITY,"SUPV. MECH. MAINTENANCE  
21 ARLINGTON AVENUE      

CHARLESTOWN, MA 02109
",Primary Place of Business,Subject of Investigation
3660746,"RIVERSIDE MARINE Construction, Inc","406 harold Dow HWY #24

Eliot, ME 03903
 US",Primary,Subject of Investigation
3666203,Edgerton Shipping LTD,"80 Broad Street
Monrovia,  
 LR",Mailing,Subject of Investigation
3666203,UNICOM MANAGEMENT SERVICES LTD.,"UNICOM TOWER, MAXIMOS PLAZA
MAXIMOS MICHAELIDES STEET


NEAPOLIS,  3106
LIMASSOL CY",Primary Place of Business,Subject of Investigation
3673285,OHIO VALLEY MARINE SERVICE INC,"601 SECOND STREET        
PO BOX 212               

HENDERSON, KY 42420
",Primary Place of Business,Subject of Investigation
3674267,BERNHARD SCHULTE SHIPMANAGEMENT (SINGAPORE)  PTE LTD,"152 Beach Road #32-00
Gateway East
Singapore,  189721
 SG",Primary,Other
3676956,ENTERPRISE MARINE SERVICES,"141 Bayou Dularge Rd
PO Box 2617

Houma, LA 70361-2161
 US",Mailing,Interested Person
3676997,American River Transportation Co.,"PO Box 585
Cassville, WI 53806
 US",Primary Place of Business,Subject of Investigation
3679357,"LIL AL'S TOWING, INC.","154 CAILLOU ISLAND CT    
P O BOX 2568             

HOUMA, LA 70361
",Primary Place of Business,Subject of Investigation
3679357,PADUCAH MARINE TRANSPORT LLC,"125 KENTUCKY AVE
Paducah, KY 42003
 US",Primary Place of Business,Other
3682737,Enbridge Offshore (Gas Transmission) LLC,"1100 Louisiana
Suite 3300
Houston, TX 77002
 US",Primary,Other
3682737,"VEOLIA ENVIRONMENTAL SERVICES or VEOLIA ES SPECIAL SERVICE, INC.","1020 David Drive
Morgan City, LA 70380
 US",Primary,Other
3682737,VEOLIA ES INDUSTRIAL SERVICES INC,"785 COUNTY RD CB STE 100
Neenah, WI 54956
 US",Primary Place of Business,Other
3687658,DG MARINE TRANSPORTATION LLC,"7438 AIRPORT BLVD
Houston, TX 77061
 US",Primary Place of Business,Other
3687658,GRIFCO TRANSPORTATION LTD,"9001-A FREY ROAD
HOUSTON, TX 77034
 US",Primary Place of Business,Other
3687658,GRIFCO TRANSPORTATION LTD,"9001-A FREY ROAD
HOUSTON, TX 77034
 US",Primary Place of Business,Other
3689712,HUNTER MARINE TERMINAL LLC,"6615 ROBERTSON AVENUE
Nashville, TN 37209
 US",Primary Place of Business,Subject of Investigation
3695753,SEABRIDGE INC,"1026 CABRAS HWY STE 114
      

PITI, GU 96915
 US",Primary Place of Business,Subject of Investigation
3696246,INGRAM BARGE,"4400 Harding Rd
Nashville, TN 37205
 US",Mailing,Subject of Investigation
3696894,"WESTERN RIVERS BOAT Mgt., Inc.","P.O. Box 300
Padukah, KY 42002-0300
 US",Mailing,Subject of Investigation
3700356,Advanced Toxicology Network,"3560 Air Center Cove
Memphis, TN 38118
 US",Mailing,Subject of Investigation
3701053,MARQUETTE TRANSPORTATION COMPANY OFFSHORE LLC,"5525 MOUNES STREET
JEFFERSON, LA 70123
 US",Primary Place of Business,Subject of Investigation
3705064,INGRAM BARGE,"4400 Harding Rd
Nashville, TN 37205
 US",Mailing,Subject of Investigation
3710171,MARQUETTE TRANSPORTATION COMPANY OFFSHORE LLC,"5525 MOUNES STREET
JEFFERSON, LA 70123
 US",Primary Place of Business,Subject of Investigation
3710560,Louisiana Department of Transportation,,,Other
3714830,INGRAM BARGE COMPANY,"PO BOX 2756       
 

PADUCAH, KY 42002
 US",Mailing,Subject of Investigation
3724625,KYDOT,,,Other
3726399,WATERBRIDGE MARINE CONTRACTORS,"742 MINK AVENUE
SUITE 118
MURRELLS INLET, SC 29576
 US",Primary,Other
3732642,CROUNSE CORPORATION,"400 MARINE WAY
Paducah, KY 42003
 US",Primary Place of Business,Other
3735795,KIRBY INLAND MARINE,"PO BOX 1745
HOUSTON, TX 77251
 US",Primary,Subject of Investigation
3760816,ANGLO EASTERN SHIP MANAGEMENT (SINGAPORE) PTE. LTD,"200 CANTONMENT ROAD
#16-02 SOUTH POINT
SINGAPORE,  089763
 SG",Primary Place of Business,Subject of Investigation
3760816,"CHALOS, O'CONNOR & DUFFY","366 Main Street
Port Washington, NY 11050-3120
 US",Work,Other
3760848,ANGLO EASTERN SHIP MANAGEMENT (SINGAPORE) PTE. LTD,"200 CANTONMENT ROAD
#16-02 SOUTH POINT
SINGAPORE,  089763
 SG",Primary Place of Business,Other
3761883,"DEVALL COMMERCIAL BARGE LINE, INC.","P.O. BOX 129
HACKBERRY, LA 70645
 US",Primary,Other
3762013,INGRAM BARGE COMPANY,"4400 HARDING ROAD
Nashville, TN 37205
 US",Primary Place of Business,Other
