activity_id,waterway_role,description,lat,long,waterway_name
2951683,Location,Lower Mississippi River                                                         ,29.955945,-90.1470566666667,Lower Mississippi River
2951717,Location,ILLINOIS RIVER                                                                  ,40.55397,-89.67532,ILLINOIS RIVER
2952332,Location,Napa River Highway 37 bridge.                                                   ,38.1183333333333,-122.275,NAPA RIVER
2952539,Location,At a Facility: SABULA RAILROAD DRAWBRIDGE: MISSISS                              ,42.06497,-90.16837,MISSISSIPPI RIVER
2952546,Location,UMR MM 403.1                                                                    ,40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
2952551,Location,MISSISSIPPI - MM 384                                                            ,40.628611,-91.295555,MISSISSIPPI RIVER
2953265,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307715,-94.87557,GULF INTRACOASTAL WATERWAY
2954073,Location,Gulf of Mexico                                                                  ,27.7790933333333,-82.7881833333333,Gulf of Mexico
2955341,Location,ATCHAFALAYA RIVER                                                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
2956649,Location,Rouge River ACOE Waterway #3301                                                 ,42.2916666666667,-83.5931666666667,DETROIT RIVER
2958632,Location,UPPER MISSISSIPPI RIVER MILE 1.5                                                ,36.975,-89.15,MISSISSIPPI RIVER
2959227,Location,Galveston Rail Road Bridge Waterway Name:  GULF IN                              ,29.2966666666667,-94.8866666666667,GULF INTRACOASTAL WATERWAY
2959255,Location,Arabian Sea                                                                     ,15,65,Arabian Sea
2960545,Location,ILLINOIS RIVER                                                                  ,39.8307,-90.56518,ILLINOIS RIVER
2961209,Location,NEWARK BAY                                                                      ,40.71361,-74.11528,NEWARK BAY
2961392,Location,MISSISSIPPI - MM 535                                                            ,42.064722,-90.168056,MISSISSIPPI RIVER
2961665,Location,MM 239.6 on the Illinois River Waterway Name:  ILL                              ,41.34201,-88.84856,ILLINOIS RIVER
2961763,Location,Ted Hickey/Seabrook Bridge: LAKE PONTCHARTRAIN                                  ,30.03257,-90.03511,LAKE PONTCHARTRAIN
2963472,Location,ILLINOIS RIVER: ILLINOIS RIVER                                                  ,41.40016,-88.28088,ILLINOIS RIVER
2965566,Location,JOHN'S PASS BRIDGE                                                              ,26.7833333333333,-82.7833333333333,Gulf of Mexico
2972829,Location,MISSISSIPPI - MM 579                                                            ,42.485277,-90.655555,MISSISSIPPI RIVER
2972836,Location,"CLINTON RAILROAD DRAWBRIDGE, MM 518.0 UMR                                       ",41.8366583333333,-90.1840333333333,MISSISSIPPI RIVER
2972841,Location,Incident Location                                                               ,42.06497,-90.16837,MISSISSIPPI RIVER
2972843,Location,MISSISSIPPI RIVER                                                               ,42.12642,-90.19526,MISSISSIPPI RIVER
2973244,Location,MISSISSIPPI - MM 699: MISSISSIPPI RIVER                                         ,43.826666,-91.270555,MISSISSIPPI RIVER
2973391,Location,GULF INTRACOASTAL WATERWAY                                                      ,30.14966,-85.68668,GULF INTRACOASTAL WATERWAY
2974408,Location,ILLINOIS RIVER                                                                  ,40.5539,-89.6753,ILLINOIS RIVER
2974776,Location,FORE RIVER                                                                      ,42.2531333333333,-70.9677333333333,FORE RIVER
2974813,Location,CALUMET-SAG CHANNEL                                                             ,41.66211,-87.5714,CALUMET-SAG CHANNEL
2974864,Location,Intercoastal Waterway-Gulf                                                      ,30.03136,-90.03461,Intercoastal Waterway-Gulf
2975892,Location,Ohio River MILE 940.7                                                           ,37.1343916666667,-88.687085,OHIO RIVER
2976440,Location,ILLINOIS - MM 217                                                               ,41.3127766666667,-89.2258316666667,ILLINOIS RIVER
2976593,Location,MISSISSIPPI - MM 700                                                            ,43.834444,-91.283611,MISSISSIPPI RIVER
2980366,Location,"FLORENCE HWY DRAWBRIDGE, MM 56 ILR                                              ",39.6328333333333,-90.6077966666667,ILLINOIS RIVER
2981783,Location,FORERIVER BRIDGE: WEYMOUTH FORE RIVER                                           ,42.24466,-70.96701,FORE RIVER
2984253,Location,MILE 1.5 MONONGAHELA RIVER                                                      ,40.43323,-79.99641,MONONGAHELA RIVER
2984662,Location,GIWW - MM 113                                                                   ,29.68107,-91.471265,GULF INTRACOASTAL WATERWAY
2989249,Location,MISSISSIPPI RIVER                                                               ,42.12642,-90.19526,MISSISSIPPI RIVER
2989716,Location,ST JOHNS RIVER                                                                  ,30.3213,-81.66505,ST JOHNS RIVER
2993438,Location,BAYOU LAFOURCHE                                                                 ,29.16017,-90.23445,BAYOU LAFOURCHE
2993490,Location,"ELIZABETH RIVER, SOUTHERN BRANCH                                                ",36.7716666666667,-76.29,"ELIZABETH RIVER, SOUTHERN BRANCH"
2995785,Location,"Berth 236, Long Beach, CA.                                                      ",33.7466433333333,-118.197951666667,SOUTHEAST BASIN
2996632,Location,GULF INTRACOASTAL WATERWAY                                                      ,30.074714,-93.274313,GULF INTRACOASTAL WATERWAY
2997460,Location,"ELIZABETH RIVER, SOUTHERN BRANCH                                                ",36.77552,-76.2954,"ELIZABETH RIVER, SOUTHERN BRANCH"
2998189,Location,"SAN CARLOS BAY, SANIBEL CAUSEWAY BRIDGE                                         ",26.43941,-81.97034,SAN CARLOS BAY
2998667,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307716,-94.87557,GULF INTRACOASTAL WATERWAY
2999276,Location,ELIZABETH RIVER                                                                 ,36.9810466666667,-76.341055,ELIZABETH RIVER
3001907,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307716,-94.87557,GULF INTRACOASTAL WATERWAY
3002430,Location,CLEARWATER CSWY BRIDGE.: CLEARWATER PASS                                        ,27.9651,-82.80629,CLEARWATER PASS
3005273,Location,SAN BERNARD RIVER                                                               ,29.09796,-95.66692,SAN BERNARD RIVER
3005839,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307716,-94.87557,GULF INTRACOASTAL WATERWAY
3006012,Location,ATCHAFALAYA RIVER                                                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
3007294,Location,ILLINOIS - MM 270                                                               ,41.3922216666667,-88.308055,ILLINOIS RIVER
3008905,Location,At a Facility: I-110 BRIDGE BILOXI                                              ,30.25,-89.25,BILOXI BAY
3011893,Location,ATCHAFALAYA RIVER                                                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
3012011,Location,"Mooring Clusters, ELIZABETH RIVER, EASTERN BRANCH                               ",36.8384883333333,-76.2778083333333,"ELIZABETH RIVER, EASTERN BRANCH"
3012099,Location,At a Facility: Bayou Sorrel Floating Bridge: MCPAR                              ,30.0697221666667,-91.2852778333333,INTRACOASTAL WATERWAY ALT. ROUTE
3012889,Location,At a Facility: LADIES ISLAND SWING BRIDGE                                       ,45.54,-85.54,Beaufort River
3014864,Location,CUMBERLAND - MM 88.8: CUMBERLAND RIVER                                          ,36.49111,-87.8344433333333,CUMBERLAND RIVER
3019867,Location,ILLINOIS RIVER                                                                  ,41.40016,-88.28088,ILLINOIS RIVER
3021518,Location,ILLINOIS - MM 287                                                               ,41.5125,-88.090277,ILLINOIS RIVER
3024604,Location,GULF INTRACOASTAL WATERWAY                                                      ,26.084902,-97.199322,GULF INTRACOASTAL WATERWAY
3026796,Location,"Intercoastal Waterway-Gulf, Industrial Canal                                    ",30.0083333333333,-90.03461,Intercoastal Waterway-Gulf
3027415,Location,NJ INTRACOASTAL WATERWAY - Middle Thorofare Bridge                              ,38.9575,-74.8716666666667,NEW JERSEY INTRACOASTAL WATERWAY
3028745,Location,"Lower Pekin RR Bridge
 MM 151. 7 ILR                                            ",40.553905,-89.67526,ILLINOIS RIVER
3030807,Location,Chickasabogue R/R Bridge                                                        ,30.7666666666667,-88.0836666666667,MOBILE RIVER
3035305,Location,ILLINOIS - MM 288                                                               ,41.5263866666667,-88.08611,ILLINOIS RIVER
3036365,Location,ILLINOIS RIVER                                                                  ,41.40016,-88.28088,ILLINOIS RIVER
3037125,Location,SAN BERNARD RIVER                                                               ,29.09796,-95.66692,SAN BERNARD RIVER
3043152,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.87058,-95.444545,GULF INTRACOASTAL WATERWAY
3043893,Location,ILLINOIS RIVER                                                                  ,40.55579,-89.67055,ILLINOIS RIVER
3045889,Location,"VICTORIA BARGE CANAL, Bloomington RR Bridge                                     ",28.6178333333333,-96.9343333333333,VICTORIA BARGE CANAL
3050932,Location,MM 331 on the Calumet River Waterway Name:  CALUME                              ,41.73279,-87.52756,CALUMET RIVER
3050980,Location,ILLINOIS - MM 288                                                               ,41.5263866666667,-88.08611,ILLINOIS RIVER
3051816,Location,Incident Location                                                               ,42.24466,-70.96701,WEYMOUTH FORE RIVER
3056153,Location,ILLINOIS - MM 271                                                               ,41.3972216666667,-88.2897216666667,ILLINOIS RIVER
3059472,Location,"Elizabeth River, Southern: ELIZABETH RIVER, SOUTHE                              ",36.77525,-76.29481,"ELIZABETH RIVER, SOUTHERN BRANCH"
3059509,Location,ILLINOIS - MM 271                                                               ,41.3972216666667,-88.2897216666667,ILLINOIS RIVER
3059510,Location,KILL VAN KULL TO AMBROSE PILOT STATION                                          ,40.65,-74.09,LOWER BAY
3059755,Location,LAKE ERIE                                                                       ,41.71088,-83.42986,LAKE ERIE
3061180,Location,Twin Span Bridge Lake Ponchatrain: Gulf Intracoast                              ,30.1653333333333,-89.8468333333333,Gulf Intracoastal Waterway
3061248,Location,"20 North of Manati, PR                                                          ",18.8683333333333,-66.57,ARECIBO HARBOR
3062027,Location,"Mile Marker 403.1 Upper Mississippi River, mid cha                              ",40.7896666666667,-91.0885,MISSISSIPPI RIVER
3062799,Location,481.4 UMR: MISSISSIPPI RIVER                                                    ,41.5106633333333,-90.595775,MISSISSIPPI RIVER
3067306,Location,ILLINOIS - MM 254                                                               ,41.305555,-88.586388,ILLINOIS RIVER
3068501,Location,Galveston causeway railroad bridge                                              ,29.2966666666667,-94.8866666666667,GULF INTRACOASTAL WATERWAY
3071472,Location,Buffalo Bayou Railroad Bridge owned by the Union P                              ,29.74703,-95.2935,BUFFALO BAYOU
3071507,Location,VA INTRA COASTAL WATER WAY                                                      ,36.7212333333333,-76.2264805,"ELIZABETH RIVER, SOUTHERN BRANCH"
3072179,Location,GULF INTRACOASTAL WATERWAY                                                      ,30.29265,-88.11884,GULF INTRACOASTAL WATERWAY
3072595,Location,"ELIZABETH RIVER, SOUTHERN BRANCH                                                ",36.753798,-76.294865,"ELIZABETH RIVER, SOUTHERN BRANCH"
3072616,Location,ILLINOIS RIVER                                                                  ,41.55657,-88.0775,ILLINOIS RIVER
3073016,Location,MISSISSIPPI - MM 518                                                            ,41.837022,-90.183405,MISSISSIPPI RIVER
3076073,Location,Gulf Intracoastal Waterway                                                      ,29.68178,-90.10117,Gulf Intracoastal Waterway
3076086,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.30853,-96.68169,GULF INTRACOASTAL WATERWAY
3076777,Location,LAKE ERIE                                                                       ,41.71088,-83.42986,LAKE ERIE
3077165,Location,63.1 CMR: CUMBERLAND RIVER                                                      ,36.667124,-87.902186,CUMBERLAND RIVER
3077776,Location,"Louisiana Railroad Drawbridge, MM 282.1, UMR                                    ",39.4464,-91.0323716666667,MISSISSIPPI RIVER
3078432,Location,MISSISSIPPI - MM 535                                                            ,42.064722,-90.168056,MISSISSIPPI RIVER
3078577,Location,MISSISSIPPI - MM 663                                                            ,43.360555,-91.212222,MISSISSIPPI RIVER
3081217,Location,579.9 Upper Mississippi River (Dubuque Iowa Area):                              ,-42.4915,-90.6426666666667,MISSISSIPPI RIVER
3081654,Location,MISSISSIPPI - MM 518                                                            ,41.837022,-90.183405,MISSISSIPPI RIVER
3085330,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.87058,-95.444545,GULF INTRACOASTAL WATERWAY
3085536,Location,GULF INTRACOASTAL WATERWAY                                                      ,28.87058,-95.444545,GULF INTRACOASTAL WATERWAY
3086696,Location,ILLINOIS - MM 270: ILLINOIS RIVER                                               ,41.3922216666667,-88.308055,ILLINOIS RIVER
3087001,Location,INTRACOASTAL WATERWAY ALT. ROUTE                                                ,30.064596,-91.282858,INTRACOASTAL WATERWAY ALT. ROUTE
3088090,Location,West Port Arthur Bridge.                                                        ,29.8236666666667,-93.9643333333333,Gulf Intracoastal Waterway
3088279,Location,GULF DEEP WATER ACCESS                                                          ,26.36221,-82.01378,GULF INTRACOASTAL WATERWAY
3088866,Location,MINNESOTA RIVER                                                                 ,44.79774,-93.56089,MINNESOTA RIVER
3089619,Location,C&D Canal - Reedy Point Bridge                                                  ,39.5548333333333,-75.576,CHESAPEAKE AND DELAWARE CANAL
3091143,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.83928,-90.06148,GULF INTRACOASTAL WATERWAY
3091723,Location,RIGOLETS PASS                                                                   ,30.17548,-89.75481,Lower Mississippi River
3091753,Location,In transit by The George Bush Highway Bridge near:                              ,26.5166666666667,-80.055,ATLANTIC INTRACOASTAL WATERWAY
3093950,Location,ILLINOIS - MM 56: ILLINOIS RIVER                                                ,39.632777,-90.607222,ILLINOIS RIVER
3095030,Location,Incident Location: SAN FRANCISCO BAY                                            ,37.8011111111111,-122.374722222222,SAN FRANCISCO BAY
3095790,Location,"Illinois Central R/R D/B (Dubuque R/R D/B), MM 579                              ",42.4977683333333,-90.6499916666667,MISSISSIPPI RIVER
3097767,Location,MISSISSIPPI RIVER                                                               ,33.77773,-91.07121,MISSISSIPPI RIVER
3098478,Location,At a Facility: SABULA RAILROAD DRAWBRIDGE: MISSISS                              ,42.06497,-90.16837,MISSISSIPPI RIVER
3098572,Location,"LaCrosse RR DB, MM 699.8, UMR                                                   ",43.8332266666667,-91.28042,MISSISSIPPI RIVER
3098995,Location,Chickasaw Creek CSX R/R bridge                                                  ,30.785,-88.0716666666667,CHICKASAW CREEK
3098998,Location,ILLINOIS RIVER                                                                  ,41.55657,-88.0775,ILLINOIS RIVER
3099581,Location,"BELLE CHASE HWY BRIDGE, ALGIERS CANAL, MM4                                      ",29.872,-90.0085,Gulf Intracoastal Waterway
3101920,Location,Bayonne Bridge                                                                  ,40.6333333333333,-74.1333333333333,KILL VAN KULL
3107311,Location,Wappoo Cut Bridge: CHARLESTON HARBOR                                            ,32.75974,-79.91885,ATLANTIC INTRACOASTAL WATERWAY
3107357,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.35741,-94.805225,GULF INTRACOASTAL WATERWAY
3107806,Location,WEST LAROSE BRIDGE                                                              ,29.5008333333333,-90.3858333333333,Intercoastal Waterway-Gulf
3109587,Location,BLACK WARRIOR RIVER                                                             ,32.782728,-87.835279,ALABAMA RIVER
3109946,Location,ATCHAFALAYA RIVER MM 29                                                         ,30.69805,-91.73415,ATCHAFALAYA RIVER
3110502,Location,INTRACOASTAL WATERWAY ALT. ROUTE                                                ,30.064596,-91.282858,INTRACOASTAL WATERWAY ALT. ROUTE
3110965,Location,GULF INTRACOASTAL WATERWAY                                                      ,26.08,-97.2016666666667,GULF INTRACOASTAL WATERWAY
3111459,Location,CHINCOTEAGUE SWING BRIDGE                                                       ,37.935,-75.3733333333333,CHINCOTEAGUE HARBOR
3111573,Location,OHIO RIVER MILE 937.3  IRVIN COBB BRIDGE                                        ,37.11518,-88.6291333333333,OHIO RIVER
3112793,Location,At a Facility: OGDEN STREET BRIDGE                                              ,45.08185,-87.43794,LAKE MICHIGAN
3114136,Location,MOBILE RIVER                                                                    ,30.72527,-88.04113,MOBILE RIVER
3114248,Location,ATCHAFALAYA RIVER                                                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
3114991,Location,GREEN RIVER MILE 8.3:                                                           ,37.8691433333333,-87.4120183333333,GREEN RIVER
3117562,Location,151.2 ILR: ILLINOIS RIVER                                                       ,40.553905,-89.67526,ILLINOIS RIVER
3117587,Location,LAKE ERIE                                                                       ,41.71088,-83.42986,LAKE ERIE
3118305,Location,189 CUMBERLAND RIVER                                                            ,36.1916666666667,-86.7833333333333,CUMBERLAND RIVER
3119381,Location,Beverly Channel                                                                 ,42.5430555,-70.8391666666667,DANVERS RIVER
3119567,Location,OHIO RIVER MILE 940.8                                                           ,37.1343916666667,-88.687085,OHIO RIVER
3121072,Location,Galveston Causeway Bridge: GULF INTRACOASTAL WATER                              ,29.2997216666667,-94.8833333333333,GULF INTRACOASTAL WATERWAY
3121074,Location,ILLINOIS RIVER                                                                  ,40.6305483333333,-89.627745,ILLINOIS RIVER
3121700,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307716,-94.87557,GULF INTRACOASTAL WATERWAY
3123803,Location,ESCAMBIA RIVER                                                                  ,30.56589,-87.2186,ESCAMBIA RIVER
3124161,Location,MILE 63 CUMBERLAND RIVER: CUMBERLAND RIVER                                      ,36.8,-87.975,CUMBERLAND RIVER
3124357,Location,ILLINOIS - MM 288                                                               ,41.5263866666667,-88.08611,ILLINOIS RIVER
3125872,Location,Bayou Sorrel Bridge Waterway Name:  INTRACOASTAL W                              ,30.15698,-91.3379,INTRACOASTAL WATERWAY ALT. ROUTE
3128282,Location,Mile Marker 151 Illinois River (Pekin Area): ILLIN                              ,40.553905,-89.67526,ILLINOIS RIVER
3128466,Location,Incident Location: SAN FRANCISCO BAY                                            ,37.9354333333333,-122.442533333333,SAN FRANCISCO BAY
3130274,Location,MM 151.2 ILR: ILLINOIS RIVER                                                    ,40.553905,-89.67526,ILLINOIS RIVER
3130792,Location,LAKE PONTCHARTRAIN                                                              ,30.08431,-89.79259,LAKE PONTCHARTRAIN
3130807,Location,Mile Marker 151.2 Illinois River (Pekin Illinois area)                          ,40.553905,-89.67526,ILLINOIS RIVER
3131773,Location,Black Point Bridge. Petaluma River: PETALUMA RIVER                              ,38.1,-122.5,PETALUMA RIVER
3132181,Location,151.2 ILR                                                                       ,40.553905,-89.67526,ILLINOIS RIVER
3133107,Location,East of the West Port Arthur Bridge State Hwy 82 a                              ,29.8238333333333,-93.964,GULF INTERCOASTAL WATERWAY
3134092,Location,"Lower Pekin RR Drawbridge, MM 151.2, ILR                                        ",40.5539055,-89.6752611666667,ILLINOIS RIVER
3134124,Location,ELLENDER BRIDGE                                                                 ,30.0653333333333,-93.3478333333333,GULF INTRACOASTAL WATERWAY
3134126,Location,151.2 ILR: ILLINOIS RIVER                                                       ,40.553905,-89.67526,ILLINOIS RIVER
3134153,Location,941 OHR                                                                         ,37.1343333333333,-88.687,OHIO RIVER
3134166,Location,MILE 756.3 OHIO RIVER                                                           ,37.7792516666667,-87.1093166666667,OHIO RIVER
3135754,Location,"Number 7 Rail Bridge, Chesapeake, VA                                            ",36.7750883333333,-76.2949433333333,"ELIZABETH RIVER, SOUTHERN BRANCH"
3136282,Location,IL WWY N. BRANCH-CHICAGO RIVER - MM 317                                         ,41.8177766666667,-87.7483316666667,CHICAGO SHIP CANAL
3138204,Location,MILE 14.2 MONONGAHELA RIVER: MONONGAHELA RIVER                                  ,40.35556,-79.87089,MONONGAHELA RIVER
3139152,Location,MI 5.3 TNR: TENNESSEE RIVER                                                     ,36.77178,-88.12239,TENNESSEE RIVER
3139561,Location,"Middle Bay Bridge, Choctawhatchee Bay                                           ",30.4333333333333,-86.4118166666667,CHOCTAWHATCHEE BAY ENTRANCE/Destin Harbor
3141269,Location,Aboard Vessel: TUG CENTURION: SAN JUAN HARBOR                                   ,18.56244,-66.1723,SAN JUAN HARBOR
3142133,Location,MI 304.4 TNR: TENNESSEE RIVER                                                   ,34.5692,-86.86798,TENNESSEE RIVER
3142265,Location,MI 41.7 TNR                                                                     ,36.77233,-88.1204266666667,TENNESSEE RIVER
3143230,Location,John's Pass Bridge                                                              ,27.7790945,-82.7881833333333,Gulf of Mexico
3144098,Location,OHIO RIVER                                                                      ,39.09403,-84.5045,OHIO RIVER
3144168,Location,978 OHR: OHIO RIVER                                                             ,37.0171666666667,-89.1586666666667,OHIO RIVER
3145699,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.35092,-94.81586,GULF INTRACOASTAL WATERWAY
3145817,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.307715,-94.87557,GULF INTRACOASTAL WATERWAY
3147613,Location,CHINCOTEAGUE INLET                                                              ,37.885,-75.4066666666667,CHINCOTEAGUE HARBOR
3147765,Location,SAN FRANCISCO BAY                                                               ,37.8158333333333,-122.425,SAN FRANCISCO BAY
3148080,Location,GULF INTERCOASTAL WATERWAY                                                      ,29.82452,-93.96104,GULF INTERCOASTAL WATERWAY
3148272,Location,MILE 184.3 OHIO RIVER                                                           ,39.2717,-81.5647383333333,OHIO RIVER
3149687,Location,"Pekin RR DB,  MM 151.2, ILR.                                                    ",40.5539055,-89.6752611666667,ILLINOIS RIVER
3149983,Location,ATCHAFALAYA RIVER                                                               ,31.01995,-91.75004,ATCHAFALAYA RIVER
3150504,Location,CHESSIE BALTIMORE & OHIO RR BRIDGE                                              ,39.27222,-81.56493,OHIO RIVER
3151798,Location,OHIO - MM 787: OHIO RIVER                                                       ,37.9044,-87.50683,OHIO RIVER
3151871,Location,MILE605 OHIO RIVER IN THE CANAL                                                 ,38.2666666666667,-85.775,OHIO RIVER
3153367,Location,MILE 604.7 OHIO RIVER                                                           ,38.2671221666667,-85.76735,OHIO RIVER
3153709,Location,"John's Pass Bridge, John's Pass, Florida: Gulf of                               ",27.7790933333333,-82.7881833333333,Gulf of Mexico
3154451,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.35741,-94.805225,GULF INTRACOASTAL WATERWAY
3154494,Location,ILLINOIS - MM 270                                                               ,41.3922216666667,-88.308055,ILLINOIS RIVER
3154868,Location,"Mile marker 153, Illinois River, left descending b                              ",40.5708333333333,-89.6526666666667,ILLINOIS RIVER
3155455,Location,ILLINOIS RIVER                                                                  ,40.55397,-89.67532,ILLINOIS RIVER
3155757,Location,"MM 151.2, ILR, Lower Pekin R/R D/B                                              ",40.5539055,-89.6752611666667,ILLINOIS RIVER
3156350,Location,RARITAN RIVER                                                                   ,40.47105,-74.366677,RARITAN RIVER
3156995,Location,Southern Branch of the Elizabeth River                                          ,36.775,-76.295,"ELIZABETH RIVER, SOUTHERN BRANCH"
3158298,Location,Amtrak bridge crossing over the Thames River.                                   ,41.35,-72.0833333333333,THAMES RIVER
3158301,Location,CUMBERLAND RIVER MILE 190.4: CUMBERLAND RIVER                                   ,36.16513,-86.77467,CUMBERLAND RIVER
3158727,Location,MOBILE RIVER                                                                    ,30.736453,-88.042304,MOBILE RIVER
3158758,Location,TENNESSEE TOMBIGBEE WATERWAY                                                    ,31.3333333333333,-88.0833333333333,TENNESSEE TOMBIGBEE WATERWAY
3158908,Location,At a Facility: NORFOLK SOUTHERN RAILWAY BRIDGE 5:                               ,36.80077,-76.29149,"ELIZABETH RIVER, SOUTHERN BRANCH"
3160144,Location,James River Bridge                                                              ,36.9833333333333,-76.495,James River
3160927,Location,Mile 56.0 ILR (Florence Illinois)                                               ,39.6328333333333,-90.6077971666667,ILLINOIS RIVER
3161687,Location,MISSISSIPPI - MM 280                                                            ,39.428889,-91.003888,MISSISSIPPI RIVER
3163222,Location,SOUTHEAST BASIN                                                                 ,33.74217,-118.2022,SOUTHEAST BASIN
3164808,Location,BILOXI BAY                                                                      ,30.41907,-88.88693,BILOXI BAY
3165501,Location,Atchafalaya River Mile 29.5-45.5                                                ,30.6916666666667,-91.7333333333333,Atchafalaya River Mile 29.5-45.5
3165940,Location,977.7 OHR: OHIO RIVER                                                           ,37.0237933333333,-89.176375,OHIO RIVER
3166379,Location,GULF INTRACOASTAL WATERWAY                                                      ,29.28734,-94.89201,GULF INTRACOASTAL WATERWAY
3166909,Location,MISSISSIPPI RIVER - MM 839                                                      ,36.1154,-89.6133,MISSISSIPPI RIVER
3167394,Location,John's Pass                                                                     ,27.7790933333333,-82.7881833333333,Gulf of Mexico
3168473,Location,MILE MARKER 180 UMR                                                             ,38.6231666666667,-90.1743333333333,MISSISSIPPI RIVER
3168558,Location,St. Joseph river                                                                ,42.1076666666667,-86.476,ST. JOSEPH RIVER
3169130,Location,MM 282.1 UMR                                                                    ,39.4386666666667,-91.0366666666667,MISSISSIPPI RIVER
3170866,Location,MI 190.4 CMB                                                                    ,36.17145,-86.77785,CUMBERLAND RIVER
3170967,Location,MOBILE RIVER                                                                    ,31.13655,-87.94355,MOBILE RIVER
3171108,Location,MILE 184 OHIO RIVER                                                             ,39.27,-81.5666666666667,OHIO RIVER
3171228,Location,"Martin L. King Memorial Bridge, MM 180.2, UMR, St.                              ",38.6309583333333,-90.1782633333333,MISSISSIPPI RIVER
3172008,Location,MM 435.8 LMR                                                                    ,32.3088333333333,-90.9043333333333,Lower Mississippi River
3172014,Location,JOHNS PASS BRIDGE: Gulf of Mexico                                               ,27.7831666666667,-82.7824166666667,Gulf of Mexico
3172138,Location,hi carpenter memorial bridge: OHIO RIVER                                        ,39.357776,-81.322391,OHIO RIVER
3172949,Location,ARTHUR KILL                                                                     ,40.63768,-74.19583,ARTHUR KILL
3174512,Location,"RED RIVER, MM 90                                                                ",31.522293,-92.723985,RED RIVER
3174550,Location,Mile Marker 403 Upper Mississippi River: Mississip                              ,40.7985633333333,-91.0920583333333,Mississippi River
3175192,Location,MM 435.8 LMR                                                                    ,32.3088333333333,-90.9043333333333,Lower Mississippi River
3176729,Location,"
MM 90 Red River                                                                ",31.3336,-92.4521666666667,RED RIVER
3176807,Location,MILE 265 OHIO RIVER                                                             ,38.8461833333333,-82.1409583333333,OHIO RIVER
3176822,Location,MILE MARKER 151.2 ILLINOIS RIVER: ILLINOIS RIVER                                ,40.55411,-89.67537,ILLINOIS RIVER
3176892,Location,Incident Location                                                               ,33.7661133333333,-118.239883333333,CONSOLIDATED SLIP
3177152,Location,TOMBIGBEE RIVER                                                                 ,32.520966,-87.883429,TOMBIGBEE RIVER
3178036,Location,435.8 Lower Mississippi River: Lower Mississippi R                              ,32.3171,-90.90458,Lower Mississippi River
3178071,Location,TENNESSEE RIVER                                                                 ,35.86298,-84.53424,TENNESSEE RIVER
3178900,Location,ILLINOIS RIVER                                                                  ,40.55394,-89.67529,ILLINOIS RIVER
3178901,Location,Mile 151.2 ILR (Peoria Illinois): ILLINOIS RIVER                                ,40.553905,-89.67526,ILLINOIS RIVER
3178923,Location,Lower Mississippi River MM 435.8: Lower Mississipp                              ,32.31551,-90.90586,Lower Mississippi River
3178924,Location,"Lower Pekin Railroad Bridge, MM 151.2 ILR: ILLINOI                              ",40.553905,-89.67526,ILLINOIS RIVER
3178973,Location,OCCOQUAN CREEK                                                                  ,38.68083,-77.25471,OCCOQUAN CREEK
3180428,Location,ARKANSAS RIVER                                                                  ,34.162818,-91.677483,ARKANSAS RIVER
3181990,Location,Gulf of Mexico:  John's Pass Bridge: Gulf of Mexic                              ,27.7790933333333,-82.7881833333333,Gulf of Mexico
3182246,Location,THREE MILE CREEK                                                                ,30.725209,-88.055014,THREE MILE CREEK
3182291,Location,MILE MARKER 180.0 UMR                                                           ,38.6289583333333,-90.1791016666667,MISSISSIPPI RIVER
3182333,Location,"MISSISSIPPI RIVER, LMR MM 167                                                   ",30.09771,-90.91293,MISSISSIPPI RIVER
3182393,Location,MISSISSIPPI - MM 282                                                            ,39.443611,-91.034166,MISSISSIPPI RIVER
3182631,Location,MILE 786.8 OHIO RIVER                                                           ,37.9057166666667,-87.5509778333333,OHIO RIVER
3184020,Location,SAVANNAH RIVER                                                                  ,32.035,-80.9016666666667,SAVANNAH RIVER
3184594,Location,Incident Location                                                               ,35.77016,-95.30061,ARKANSAS RIVER
3184797,Location,"Burlington R/R D/B, MM 403.1, UMR                                               ",40.7985633333333,-91.0920583333333,MISSISSIPPI RIVER
3184802,Location,"Burlington Railroad Brawbridge, MM 403.1, UMR: Mis                              ",40.7985633333333,-91.0920583333333,Mississippi River
3188813,Location,MILE ZERO KANAWHA: KANAWHA RIVER                                                ,38.8383333333333,-82.14,KANAWHA RIVER
